UNIQUE_CARRIER_NAME,Date,Open,High,Low,Close,Adj Close,Volume
Alaska Airlines Inc.,7/1/1989,6.78,7.38,6.53,6.81,5.92,7582800
Alaska Airlines Inc.,8/1/1989,6.81,7.63,6.66,7.16,6.23,11078800
Alaska Airlines Inc.,9/1/1989,7.19,7.31,6.16,6.50,5.66,6447600
Alaska Airlines Inc.,10/1/1989,6.50,6.84,5.69,5.84,5.09,6535200
Alaska Airlines Inc.,11/1/1989,5.88,6.13,5.34,5.59,4.88,7431200
Alaska Airlines Inc.,12/1/1989,5.59,6.00,5.00,5.16,4.50,7239600
Alaska Airlines Inc.,1/1/1990,5.13,5.47,4.81,5.31,4.64,8010400
Alaska Airlines Inc.,2/1/1990,5.31,5.72,5.19,5.59,4.89,10023200
Alaska Airlines Inc.,3/1/1990,5.59,6.13,5.53,5.91,5.17,3889600
Alaska Airlines Inc.,4/1/1990,5.91,6.50,5.38,5.44,4.76,5034400
Alaska Airlines Inc.,5/1/1990,5.47,6.00,5.38,5.75,5.04,3078400
Alaska Airlines Inc.,6/1/1990,5.81,6.16,5.53,5.63,4.93,4493600
Alaska Airlines Inc.,7/1/1990,5.63,5.94,5.13,5.13,4.49,2666800
Alaska Airlines Inc.,8/1/1990,5.13,5.16,4.00,4.34,3.82,5167200
Alaska Airlines Inc.,9/1/1990,4.31,4.34,3.47,3.75,3.29,2186400
Alaska Airlines Inc.,10/1/1990,3.81,4.56,3.75,3.97,3.49,4116800
Alaska Airlines Inc.,11/1/1990,3.97,4.19,3.81,3.97,3.50,2876400
Alaska Airlines Inc.,12/1/1990,4.06,4.63,4.06,4.38,3.86,5288000
Alaska Airlines Inc.,1/1/1991,4.41,5.81,4.38,5.38,4.74,7697600
Alaska Airlines Inc.,2/1/1991,5.38,5.94,5.28,5.72,5.05,5252000
Alaska Airlines Inc.,3/1/1991,5.69,6.34,5.59,6.25,5.52,9666800
Alaska Airlines Inc.,4/1/1991,6.25,6.28,5.34,5.59,4.94,7068000
Alaska Airlines Inc.,5/1/1991,5.56,5.94,5.47,5.69,5.04,3815600
Alaska Airlines Inc.,6/1/1991,5.66,5.78,5.34,5.38,4.76,4313600
Alaska Airlines Inc.,7/1/1991,5.34,5.97,5.34,5.84,5.17,3889200
Alaska Airlines Inc.,8/1/1991,5.81,5.94,5.38,5.66,5.02,3739200
Alaska Airlines Inc.,9/1/1991,5.69,5.81,5.41,5.50,4.88,3856800
Alaska Airlines Inc.,10/1/1991,5.50,5.50,4.88,5.06,4.49,6190000
Alaska Airlines Inc.,11/1/1991,5.06,5.19,4.72,4.81,4.28,2994400
Alaska Airlines Inc.,12/1/1991,4.78,5.44,4.53,5.44,4.84,6358800
Alaska Airlines Inc.,1/1/1992,5.41,5.97,5.38,5.63,5.00,5057600
Alaska Airlines Inc.,2/1/1992,5.56,5.72,5.38,5.53,4.93,4562000
Alaska Airlines Inc.,3/1/1992,5.50,5.56,4.56,4.75,4.24,6554000
Alaska Airlines Inc.,4/1/1992,4.75,4.75,4.28,4.53,4.04,4862800
Alaska Airlines Inc.,5/1/1992,4.53,5.47,4.41,5.16,4.61,8024800
Alaska Airlines Inc.,6/1/1992,5.19,5.50,4.56,4.63,4.14,4827200
Alaska Airlines Inc.,7/1/1992,4.59,4.88,4.44,4.53,4.05,2158800
Alaska Airlines Inc.,8/1/1992,4.53,4.69,4.31,4.38,3.92,2510800
Alaska Airlines Inc.,9/1/1992,4.38,4.63,4.31,4.34,3.89,4187200
Alaska Airlines Inc.,10/1/1992,4.31,4.31,3.69,4.06,3.64,4819600
Alaska Airlines Inc.,11/1/1992,4.03,4.41,3.94,4.19,3.77,4343200
Alaska Airlines Inc.,12/1/1992,4.16,4.22,3.78,4.13,3.71,2948800
Alaska Airlines Inc.,1/1/1993,4.22,4.53,4.09,4.19,3.77,5717200
Alaska Airlines Inc.,2/1/1993,4.19,4.44,3.91,4.13,3.71,2535600
Alaska Airlines Inc.,3/1/1993,4.16,4.47,4.03,4.28,3.85,3594400
Alaska Airlines Inc.,4/1/1993,4.25,4.47,4.00,4.16,3.74,6230000
Alaska Airlines Inc.,5/1/1993,4.16,4.31,3.94,4.03,3.63,3275200
Alaska Airlines Inc.,6/1/1993,4.00,4.22,3.56,3.75,3.37,6381200
Alaska Airlines Inc.,7/1/1993,3.75,3.78,3.13,3.19,2.87,9236400
Alaska Airlines Inc.,8/1/1993,3.19,3.31,3.06,3.28,2.95,4302400
Alaska Airlines Inc.,9/1/1993,3.28,3.41,3.09,3.19,2.87,3434400
Alaska Airlines Inc.,10/1/1993,3.19,4.06,3.13,4.00,3.60,3965200
Alaska Airlines Inc.,11/1/1993,4.00,4.34,3.81,4.06,3.65,4061200
Alaska Airlines Inc.,12/1/1993,4.06,4.22,3.44,3.53,3.18,8678800
Alaska Airlines Inc.,1/1/1994,3.53,4.56,3.47,4.38,3.93,11202000
Alaska Airlines Inc.,2/1/1994,4.41,4.72,4.09,4.31,3.88,14070800
Alaska Airlines Inc.,3/1/1994,4.28,4.31,3.41,3.66,3.29,10546800
Alaska Airlines Inc.,4/1/1994,3.59,4.00,3.44,3.91,3.51,7446400
Alaska Airlines Inc.,5/1/1994,3.91,4.03,3.75,3.94,3.54,3661600
Alaska Airlines Inc.,6/1/1994,3.91,4.00,3.63,3.94,3.54,7706000
Alaska Airlines Inc.,7/1/1994,3.75,4.13,3.59,4.06,3.65,10542000
Alaska Airlines Inc.,8/1/1994,4.06,4.47,3.97,4.44,3.99,10648400
Alaska Airlines Inc.,9/1/1994,4.44,4.44,3.94,4.19,3.77,6340000
Alaska Airlines Inc.,10/1/1994,4.13,4.44,3.66,4.34,3.91,12726000
Alaska Airlines Inc.,11/1/1994,4.34,4.50,3.94,4.09,3.68,9253200
Alaska Airlines Inc.,12/1/1994,4.06,4.19,3.28,3.75,3.37,14512000
Alaska Airlines Inc.,1/1/1995,3.75,4.19,3.59,3.72,3.34,11469600
Alaska Airlines Inc.,2/1/1995,3.75,3.94,3.59,3.84,3.46,7770800
Alaska Airlines Inc.,3/1/1995,3.84,4.03,3.38,3.97,3.57,14874000
Alaska Airlines Inc.,4/1/1995,3.91,4.31,3.63,4.28,3.85,11580400
Alaska Airlines Inc.,5/1/1995,4.28,4.28,4.06,4.16,3.74,7472000
Alaska Airlines Inc.,6/1/1995,4.16,4.59,3.94,4.56,4.10,19326400
Alaska Airlines Inc.,7/1/1995,4.56,5.03,4.56,4.81,4.33,13816400
Alaska Airlines Inc.,8/1/1995,4.84,5.00,4.50,4.88,4.38,13154400
Alaska Airlines Inc.,9/1/1995,4.84,5.34,3.50,3.94,3.54,26876400
Alaska Airlines Inc.,10/1/1995,3.88,4.06,3.41,3.75,3.37,16110000
Alaska Airlines Inc.,11/1/1995,3.72,4.59,3.63,4.53,4.07,13804800
Alaska Airlines Inc.,12/1/1995,4.50,4.72,4.03,4.06,3.65,12822800
Alaska Airlines Inc.,1/1/1996,4.06,4.97,3.97,4.94,4.44,16572400
Alaska Airlines Inc.,2/1/1996,4.94,5.69,4.81,5.56,5.00,24645200
Alaska Airlines Inc.,3/1/1996,5.56,6.94,5.34,6.69,6.01,37568400
Alaska Airlines Inc.,4/1/1996,6.72,7.69,6.25,6.38,5.73,30970400
Alaska Airlines Inc.,5/1/1996,6.34,7.16,6.06,6.50,5.85,17316800
Alaska Airlines Inc.,6/1/1996,6.56,7.25,6.50,6.84,6.15,9392800
Alaska Airlines Inc.,7/1/1996,6.88,7.03,5.66,6.00,5.40,14396800
Alaska Airlines Inc.,8/1/1996,6.00,6.31,5.19,5.28,4.75,21543200
Alaska Airlines Inc.,9/1/1996,5.25,5.38,4.78,5.34,4.81,30852000
Alaska Airlines Inc.,10/1/1996,5.34,5.63,5.16,5.50,4.95,15014000
Alaska Airlines Inc.,11/1/1996,5.47,6.28,5.41,6.03,5.42,12486000
Alaska Airlines Inc.,12/1/1996,6.06,6.22,5.19,5.25,4.72,12592400
Alaska Airlines Inc.,1/1/1997,5.28,5.63,5.19,5.41,4.86,19510400
Alaska Airlines Inc.,2/1/1997,5.34,6.28,5.34,5.94,5.34,15274400
Alaska Airlines Inc.,3/1/1997,5.94,6.91,5.78,6.41,5.76,21165200
Alaska Airlines Inc.,4/1/1997,6.34,6.56,5.75,6.22,5.59,19111200
Alaska Airlines Inc.,5/1/1997,6.00,6.38,5.91,6.22,5.59,11318000
Alaska Airlines Inc.,6/1/1997,6.16,6.41,5.91,6.41,5.76,14822400
Alaska Airlines Inc.,7/1/1997,6.38,7.41,6.31,7.39,6.65,15642000
Alaska Airlines Inc.,8/1/1997,7.38,7.50,6.78,6.86,6.17,12028400
Alaska Airlines Inc.,9/1/1997,6.84,8.33,6.83,8.22,7.39,23430400
Alaska Airlines Inc.,10/1/1997,8.23,8.75,7.50,8.34,7.50,21912800
Alaska Airlines Inc.,11/1/1997,8.41,9.38,8.41,9.34,8.40,18313200
Alaska Airlines Inc.,12/1/1997,9.41,10.03,8.55,9.69,8.71,36109200
Alaska Airlines Inc.,1/1/1998,9.88,12.56,9.56,12.14,10.92,36815200
Alaska Airlines Inc.,2/1/1998,12.27,15.25,12.03,13.77,12.38,42170800
Alaska Airlines Inc.,3/1/1998,14.00,14.80,12.97,13.55,12.18,30882400
Alaska Airlines Inc.,4/1/1998,13.59,15.64,13.20,14.05,12.63,23651600
Alaska Airlines Inc.,5/1/1998,14.08,14.08,10.78,11.58,10.41,47755200
Alaska Airlines Inc.,6/1/1998,11.63,13.78,11.52,13.64,12.27,29246000
Alaska Airlines Inc.,7/1/1998,13.70,15.30,10.25,10.53,9.47,31302000
Alaska Airlines Inc.,8/1/1998,10.50,12.17,9.25,9.73,8.75,24224400
Alaska Airlines Inc.,9/1/1998,9.77,10.66,8.16,8.52,7.66,31072800
Alaska Airlines Inc.,10/1/1998,8.28,9.28,6.50,8.98,8.08,48115600
Alaska Airlines Inc.,11/1/1998,9.25,9.75,8.03,9.36,8.42,32616800
Alaska Airlines Inc.,12/1/1998,9.28,11.45,9.06,11.06,9.95,30788400
Alaska Airlines Inc.,1/1/1999,11.13,13.09,10.66,12.59,11.33,37744000
Alaska Airlines Inc.,2/1/1999,12.75,13.67,11.94,12.67,11.40,26930800
Alaska Airlines Inc.,3/1/1999,12.61,13.59,11.38,11.88,10.68,25546400
Alaska Airlines Inc.,4/1/1999,11.94,12.98,10.80,11.02,9.91,25914400
Alaska Airlines Inc.,5/1/1999,11.03,11.50,9.52,10.38,9.33,18584800
Alaska Airlines Inc.,6/1/1999,10.38,10.66,9.50,10.44,9.39,18435600
Alaska Airlines Inc.,7/1/1999,10.38,11.66,10.38,11.09,9.98,15638800
Alaska Airlines Inc.,8/1/1999,11.16,11.48,10.20,10.81,9.72,12173200
Alaska Airlines Inc.,9/1/1999,10.88,11.41,9.50,10.17,9.15,19694400
Alaska Airlines Inc.,10/1/1999,10.16,10.95,9.08,9.94,8.94,18748000
Alaska Airlines Inc.,11/1/1999,9.95,10.19,9.06,9.50,8.54,15973200
Alaska Airlines Inc.,12/1/1999,9.48,9.64,8.30,8.78,7.90,24197200
Alaska Airlines Inc.,1/1/2000,8.88,9.22,7.53,7.97,7.17,23771600
Alaska Airlines Inc.,2/1/2000,7.47,8.17,6.53,6.63,5.96,26398400
Alaska Airlines Inc.,3/1/2000,6.69,8.31,6.31,7.52,6.76,35225600
Alaska Airlines Inc.,4/1/2000,7.50,7.97,7.02,7.19,6.46,18172400
Alaska Airlines Inc.,5/1/2000,7.17,8.02,6.98,7.78,7.00,19413600
Alaska Airlines Inc.,6/1/2000,7.81,8.30,6.61,6.78,6.10,27358400
Alaska Airlines Inc.,7/1/2000,6.80,7.23,6.56,6.86,6.17,18765200
Alaska Airlines Inc.,8/1/2000,6.91,7.13,6.36,6.50,5.85,14198000
Alaska Airlines Inc.,9/1/2000,6.52,6.70,5.78,6.00,5.40,15558000
Alaska Airlines Inc.,10/1/2000,5.97,6.56,4.88,6.48,5.83,26346800
Alaska Airlines Inc.,11/1/2000,6.55,7.28,6.36,6.98,6.28,12890400
Alaska Airlines Inc.,12/1/2000,6.95,7.94,6.08,7.44,6.69,17416400
Alaska Airlines Inc.,1/1/2001,7.38,8.81,7.25,8.09,7.27,19071600
Alaska Airlines Inc.,2/1/2001,8.08,8.41,7.02,7.15,6.43,10182400
Alaska Airlines Inc.,3/1/2001,7.03,7.25,6.10,6.43,5.78,18969600
Alaska Airlines Inc.,4/1/2001,6.43,7.23,6.15,7.04,6.33,12745200
Alaska Airlines Inc.,5/1/2001,7.04,7.38,6.79,7.18,6.46,8593200
Alaska Airlines Inc.,6/1/2001,7.15,7.23,6.35,7.23,6.50,9540400
Alaska Airlines Inc.,7/1/2001,7.16,8.10,7.03,7.91,7.11,15061200
Alaska Airlines Inc.,8/1/2001,7.91,8.42,7.90,8.16,7.34,11963200
Alaska Airlines Inc.,9/1/2001,8.15,8.21,4.35,4.99,4.49,26569600
Alaska Airlines Inc.,10/1/2001,4.99,6.14,4.82,6.10,5.49,30692000
Alaska Airlines Inc.,11/1/2001,6.08,7.48,5.99,7.16,6.44,35308000
Alaska Airlines Inc.,12/1/2001,7.20,7.78,7.04,7.28,6.54,20691200
Alaska Airlines Inc.,1/1/2002,7.29,8.07,7.03,7.67,6.89,20236800
Alaska Airlines Inc.,2/1/2002,7.70,8.07,6.99,7.76,6.98,13988800
Alaska Airlines Inc.,3/1/2002,7.80,8.48,7.76,8.32,7.48,19181600
Alaska Airlines Inc.,4/1/2002,8.30,8.31,7.48,7.66,6.89,14975200
Alaska Airlines Inc.,5/1/2002,7.66,7.77,6.75,6.96,6.26,13676000
Alaska Airlines Inc.,6/1/2002,6.95,6.95,6.19,6.53,5.87,15129600
Alaska Airlines Inc.,7/1/2002,6.53,6.54,4.88,5.88,5.28,17346000
Alaska Airlines Inc.,8/1/2002,5.88,6.81,5.35,6.11,5.49,17873200
Alaska Airlines Inc.,9/1/2002,6.10,6.16,4.06,4.43,3.98,23826800
Alaska Airlines Inc.,10/1/2002,4.40,5.69,3.42,5.41,4.87,43815600
Alaska Airlines Inc.,11/1/2002,5.41,5.93,5.00,5.29,4.76,20926000
Alaska Airlines Inc.,12/1/2002,5.50,5.81,4.91,5.41,4.87,20443600
Alaska Airlines Inc.,1/1/2003,5.46,6.09,4.81,4.94,4.44,18764000
Alaska Airlines Inc.,2/1/2003,4.94,5.00,4.25,4.54,4.08,17040000
Alaska Airlines Inc.,3/1/2003,4.59,4.83,3.82,3.92,3.52,58500400
Alaska Airlines Inc.,4/1/2003,3.98,4.48,3.87,4.46,4.01,23606800
Alaska Airlines Inc.,5/1/2003,4.45,5.04,4.30,4.75,4.27,25390000
Alaska Airlines Inc.,6/1/2003,4.88,5.50,4.70,5.36,4.82,21722400
Alaska Airlines Inc.,7/1/2003,5.36,6.21,5.21,6.12,5.50,40882800
Alaska Airlines Inc.,8/1/2003,6.05,6.93,5.48,6.90,6.20,24053200
Alaska Airlines Inc.,9/1/2003,6.88,7.44,6.70,6.96,6.25,39064800
Alaska Airlines Inc.,10/1/2003,6.99,7.97,6.76,7.20,6.47,34568800
Alaska Airlines Inc.,11/1/2003,7.18,7.27,6.49,7.19,6.47,19179600
Alaska Airlines Inc.,12/1/2003,7.25,7.30,6.19,6.82,6.14,20532800
Alaska Airlines Inc.,1/1/2004,6.88,7.32,6.48,6.95,6.25,19824000
Alaska Airlines Inc.,2/1/2004,7.03,7.03,6.38,6.44,5.79,13840000
Alaska Airlines Inc.,3/1/2004,6.42,6.59,5.58,6.17,5.54,33628400
Alaska Airlines Inc.,4/1/2004,6.15,6.79,5.50,5.53,4.98,36613600
Alaska Airlines Inc.,5/1/2004,5.55,5.62,4.82,5.15,4.63,39338800
Alaska Airlines Inc.,6/1/2004,5.15,6.00,5.03,5.97,5.37,28922400
Alaska Airlines Inc.,7/1/2004,5.97,6.01,4.93,5.21,4.68,26886800
Alaska Airlines Inc.,8/1/2004,5.21,5.96,4.69,5.89,5.29,27684000
Alaska Airlines Inc.,9/1/2004,5.89,6.43,5.68,6.20,5.57,34378400
Alaska Airlines Inc.,10/1/2004,6.23,6.74,5.73,6.59,5.92,39869600
Alaska Airlines Inc.,11/1/2004,6.59,7.85,6.46,7.81,7.02,43187200
Alaska Airlines Inc.,12/1/2004,7.85,8.42,7.83,8.37,7.53,52379200
Alaska Airlines Inc.,1/1/2005,8.43,8.50,6.86,7.45,6.70,37726800
Alaska Airlines Inc.,2/1/2005,7.41,7.98,7.03,7.09,6.38,23346000
Alaska Airlines Inc.,3/1/2005,7.15,7.84,7.07,7.36,6.62,33346800
Alaska Airlines Inc.,4/1/2005,7.36,7.88,6.39,6.67,6.00,34815200
Alaska Airlines Inc.,5/1/2005,6.78,7.48,6.65,7.38,6.64,26230000
Alaska Airlines Inc.,6/1/2005,7.39,7.80,7.19,7.44,6.69,37915200
Alaska Airlines Inc.,7/1/2005,7.48,8.75,7.22,8.75,7.86,30296000
Alaska Airlines Inc.,8/1/2005,8.51,8.93,8.10,8.43,7.58,35826800
Alaska Airlines Inc.,9/1/2005,8.43,8.45,7.10,7.27,6.53,39250800
Alaska Airlines Inc.,10/1/2005,7.35,7.94,7.06,7.88,7.09,34069600
Alaska Airlines Inc.,11/1/2005,7.86,8.98,7.79,8.81,7.92,36924400
Alaska Airlines Inc.,12/1/2005,8.86,9.47,8.51,8.93,8.03,49306800
Alaska Airlines Inc.,1/1/2006,8.96,9.05,7.46,7.98,7.18,62233600
Alaska Airlines Inc.,2/1/2006,8.02,8.28,7.59,8.01,7.21,39590400
Alaska Airlines Inc.,3/1/2006,8.05,8.99,7.36,8.86,7.97,79687600
Alaska Airlines Inc.,4/1/2006,8.98,9.84,8.47,9.49,8.53,57578400
Alaska Airlines Inc.,5/1/2006,9.49,10.14,9.16,9.69,8.71,63020000
Alaska Airlines Inc.,6/1/2006,9.75,10.00,8.66,9.86,8.86,53490000
Alaska Airlines Inc.,7/1/2006,9.89,10.27,8.40,9.28,8.35,51474000
Alaska Airlines Inc.,8/1/2006,9.21,9.80,8.50,9.47,8.51,42058000
Alaska Airlines Inc.,9/1/2006,9.52,9.91,8.82,9.51,8.55,36280800
Alaska Airlines Inc.,10/1/2006,9.57,11.46,9.51,10.04,9.03,69167600
Alaska Airlines Inc.,11/1/2006,10.09,11.11,9.50,10.28,9.25,49828800
Alaska Airlines Inc.,12/1/2006,10.35,10.83,9.38,9.88,8.88,52180400
Alaska Airlines Inc.,1/1/2007,10.06,11.13,9.89,10.71,9.63,42772400
Alaska Airlines Inc.,2/1/2007,10.74,11.13,10.02,10.25,9.22,29774800
Alaska Airlines Inc.,3/1/2007,10.03,10.29,9.14,9.53,8.57,39565600
Alaska Airlines Inc.,4/1/2007,9.55,9.75,7.38,7.40,6.65,51100800
Alaska Airlines Inc.,5/1/2007,7.39,7.68,6.79,7.29,6.56,83089200
Alaska Airlines Inc.,6/1/2007,7.32,7.33,6.48,6.97,6.26,59973600
Alaska Airlines Inc.,7/1/2007,7.00,7.27,5.82,5.83,5.24,59810800
Alaska Airlines Inc.,8/1/2007,5.87,6.56,5.38,6.21,5.58,77162000
Alaska Airlines Inc.,9/1/2007,6.27,6.50,5.65,5.77,5.19,45717200
Alaska Airlines Inc.,10/1/2007,5.77,6.97,5.77,6.35,5.71,70994400
Alaska Airlines Inc.,11/1/2007,6.24,6.44,5.29,6.33,5.69,82325600
Alaska Airlines Inc.,12/1/2007,6.28,7.00,5.93,6.25,5.62,43239600
Alaska Airlines Inc.,1/1/2008,6.21,6.39,5.28,6.33,5.69,70955200
Alaska Airlines Inc.,2/1/2008,6.35,7.14,6.08,6.10,5.49,60262800
Alaska Airlines Inc.,3/1/2008,6.15,6.18,4.36,4.91,4.41,89115600
Alaska Airlines Inc.,4/1/2008,5.00,5.57,4.38,5.37,4.83,55337600
Alaska Airlines Inc.,5/1/2008,5.40,5.75,4.33,4.88,4.39,45271600
Alaska Airlines Inc.,6/1/2008,4.92,5.31,3.84,3.84,3.45,75583600
Alaska Airlines Inc.,7/1/2008,3.78,4.96,2.53,4.47,4.02,114128000
Alaska Airlines Inc.,8/1/2008,4.56,5.81,4.23,5.25,4.72,85548400
Alaska Airlines Inc.,9/1/2008,5.57,6.17,4.66,5.10,4.58,90510000
Alaska Airlines Inc.,10/1/2008,5.20,6.50,3.22,6.18,5.55,98820000
Alaska Airlines Inc.,11/1/2008,6.22,6.94,4.64,5.74,5.16,85911200
Alaska Airlines Inc.,12/1/2008,5.58,7.44,5.20,7.31,6.58,78988800
Alaska Airlines Inc.,1/1/2009,7.32,7.74,6.13,6.59,5.93,80392000
Alaska Airlines Inc.,2/1/2009,6.54,7.49,5.29,5.48,4.93,78603200
Alaska Airlines Inc.,3/1/2009,5.37,5.53,3.40,4.39,3.95,92062400
Alaska Airlines Inc.,4/1/2009,4.37,5.52,3.97,4.20,3.77,70190800
Alaska Airlines Inc.,5/1/2009,4.26,4.77,3.63,3.89,3.50,75963200
Alaska Airlines Inc.,6/1/2009,3.99,4.66,3.85,4.57,4.11,67010000
Alaska Airlines Inc.,7/1/2009,4.54,5.88,4.48,5.77,5.18,45022000
Alaska Airlines Inc.,8/1/2009,5.79,6.79,5.54,6.31,5.67,39589600
Alaska Airlines Inc.,9/1/2009,6.22,7.00,5.61,6.70,6.02,44443600
Alaska Airlines Inc.,10/1/2009,6.69,7.25,6.29,6.43,5.78,49267600
Alaska Airlines Inc.,11/1/2009,6.45,7.50,6.23,7.48,6.72,36119200
Alaska Airlines Inc.,12/1/2009,7.51,9.12,7.37,8.64,7.77,41823200
Alaska Airlines Inc.,1/1/2010,8.71,9.49,7.81,7.84,7.05,46002400
Alaska Airlines Inc.,2/1/2010,7.84,9.30,7.81,8.75,7.87,47966400
Alaska Airlines Inc.,3/1/2010,8.81,10.65,8.80,10.31,9.27,55129200
Alaska Airlines Inc.,4/1/2010,10.40,11.43,9.97,10.35,9.31,48673600
Alaska Airlines Inc.,5/1/2010,10.83,12.26,9.26,11.68,10.50,63607200
Alaska Airlines Inc.,6/1/2010,11.71,13.53,11.23,11.24,10.11,52951600
Alaska Airlines Inc.,7/1/2010,11.36,13.23,10.50,12.90,11.60,45001200
Alaska Airlines Inc.,8/1/2010,13.20,13.67,10.97,11.06,9.94,50782000
Alaska Airlines Inc.,9/1/2010,11.23,12.96,10.99,12.76,11.47,39590800
Alaska Airlines Inc.,10/1/2010,12.93,13.26,11.22,13.20,11.87,40603200
Alaska Airlines Inc.,11/1/2010,13.20,14.12,13.01,13.75,12.36,26386400
Alaska Airlines Inc.,12/1/2010,13.95,14.90,13.68,14.17,12.74,25910400
Alaska Airlines Inc.,1/1/2011,14.38,16.08,14.13,14.81,13.32,34224800
Alaska Airlines Inc.,2/1/2011,14.97,16.25,14.07,14.86,13.37,32952400
Alaska Airlines Inc.,3/1/2011,14.89,16.00,14.04,15.86,14.26,32700400
Alaska Airlines Inc.,4/1/2011,16.00,16.52,14.75,16.47,14.81,26049200
Alaska Airlines Inc.,5/1/2011,16.63,17.52,16.18,16.89,15.18,24645200
Alaska Airlines Inc.,6/1/2011,16.84,17.41,15.33,17.12,15.39,29183600
Alaska Airlines Inc.,7/1/2011,17.17,17.65,14.88,15.28,13.74,33458000
Alaska Airlines Inc.,8/1/2011,15.62,15.87,12.95,14.43,12.98,44142000
Alaska Airlines Inc.,9/1/2011,14.41,15.22,13.16,14.07,12.65,30766400
Alaska Airlines Inc.,10/1/2011,13.92,17.33,12.78,16.63,14.96,40273200
Alaska Airlines Inc.,11/1/2011,16.15,17.41,15.14,17.36,15.61,31914800
Alaska Airlines Inc.,12/1/2011,17.24,19.29,16.78,18.77,16.88,44771600
Alaska Airlines Inc.,1/1/2012,19.11,19.29,17.73,19.03,17.12,34474800
Alaska Airlines Inc.,2/1/2012,19.12,19.88,16.84,17.14,15.42,39474000
Alaska Airlines Inc.,3/1/2012,17.22,18.24,16.84,17.91,16.11,44271200
Alaska Airlines Inc.,4/1/2012,17.88,18.31,16.70,16.90,15.20,31454800
Alaska Airlines Inc.,5/1/2012,16.88,17.28,15.65,17.15,15.42,39037000
Alaska Airlines Inc.,6/1/2012,16.87,18.25,16.08,17.95,16.14,39334800
Alaska Airlines Inc.,7/1/2012,18.06,19.23,17.00,17.42,15.67,40028000
Alaska Airlines Inc.,8/1/2012,17.53,17.79,16.55,16.78,15.09,27963000
Alaska Airlines Inc.,9/1/2012,16.72,17.97,16.34,17.53,15.76,25066400
Alaska Airlines Inc.,10/1/2012,17.47,19.30,17.29,19.12,17.19,25462000
Alaska Airlines Inc.,11/1/2012,19.13,21.54,18.83,21.38,19.22,35916800
Alaska Airlines Inc.,12/1/2012,21.44,22.58,21.03,21.55,19.37,24296200
Alaska Airlines Inc.,1/1/2013,22.01,23.92,21.66,23.07,20.74,30301400
Alaska Airlines Inc.,2/1/2013,23.16,25.98,22.89,25.78,23.18,24540000
Alaska Airlines Inc.,3/1/2013,25.68,32.28,25.66,31.98,28.76,31332800
Alaska Airlines Inc.,4/1/2013,31.88,32.25,28.17,30.82,27.72,38128800
Alaska Airlines Inc.,5/1/2013,30.82,34.00,27.58,28.41,25.55,50176000
Alaska Airlines Inc.,6/1/2013,28.48,29.12,25.16,26.00,23.38,43326000
Alaska Airlines Inc.,7/1/2013,26.10,31.48,25.58,30.58,27.50,41662400
Alaska Airlines Inc.,8/1/2013,30.75,31.73,28.10,28.31,25.46,38174400
Alaska Airlines Inc.,9/1/2013,28.84,32.37,28.04,31.31,28.25,21821000
Alaska Airlines Inc.,10/1/2013,31.43,35.72,30.13,35.33,31.87,29840400
Alaska Airlines Inc.,11/1/2013,35.57,39.26,35.26,38.87,35.07,21941600
Alaska Airlines Inc.,12/1/2013,38.88,39.20,34.81,36.69,33.18,36838800
Alaska Airlines Inc.,1/1/2014,36.67,41.04,36.28,39.54,35.76,33427000
Alaska Airlines Inc.,2/1/2014,39.30,43.72,36.31,43.32,39.18,30616800
Alaska Airlines Inc.,3/1/2014,42.69,46.97,42.15,46.65,42.33,28947200
Alaska Airlines Inc.,4/1/2014,46.37,48.38,43.91,47.04,42.68,37183800
Alaska Airlines Inc.,5/1/2014,47.22,50.04,46.62,49.23,44.67,25357200
Alaska Airlines Inc.,6/1/2014,49.36,50.49,46.13,47.53,43.24,33623600
Alaska Airlines Inc.,7/1/2014,47.63,50.14,43.88,43.97,40.00,38956300
Alaska Airlines Inc.,8/1/2014,43.66,47.36,41.84,46.34,42.16,24016100
Alaska Airlines Inc.,9/1/2014,46.34,48.25,43.19,43.54,39.72,21440100
Alaska Airlines Inc.,10/1/2014,43.14,53.80,40.69,53.23,48.56,44332200
Alaska Airlines Inc.,11/1/2014,53.22,59.97,53.11,59.03,53.85,23564700
Alaska Airlines Inc.,12/1/2014,58.53,60.94,54.54,59.76,54.64,31295600
Alaska Airlines Inc.,1/1/2015,60.54,71.40,57.71,67.87,62.05,33216200
Alaska Airlines Inc.,2/1/2015,67.70,68.00,61.35,63.65,58.19,32968400
Alaska Airlines Inc.,3/1/2015,64.40,69.42,62.77,66.18,60.70,26679000
Alaska Airlines Inc.,4/1/2015,65.33,68.68,61.54,64.06,58.76,26289100
Alaska Airlines Inc.,5/1/2015,64.48,68.27,62.15,64.64,59.29,22536200
Alaska Airlines Inc.,6/1/2015,65.01,67.48,58.15,64.43,59.27,34036300
Alaska Airlines Inc.,7/1/2015,65.55,77.80,62.59,75.75,69.68,32104800
Alaska Airlines Inc.,8/1/2015,76.14,82.15,58.92,74.86,68.87,26643800
Alaska Airlines Inc.,9/1/2015,73.65,82.78,73.65,79.45,73.27,30360500
Alaska Airlines Inc.,10/1/2015,78.88,81.70,72.89,76.25,70.32,37008500
Alaska Airlines Inc.,11/1/2015,76.54,82.21,74.82,79.73,73.53,20203500
