UNIQUE_CARRIER_NAME,Date,Open,High,Low,Close,Adj Close,Volume
Alaska Airlines Inc.,12/1/2015,79.84,87.17,79.62,80.51,74.44,25549800
Alaska Airlines Inc.,1/1/2016,79.16,79.29,64.18,70.40,65.10,35610400
Alaska Airlines Inc.,2/1/2016,70.05,75.51,61.58,73.90,68.33,24655800
Alaska Airlines Inc.,3/1/2016,74.20,83.09,73.96,82.02,76.13,25768500
Alaska Airlines Inc.,4/1/2016,81.26,83.26,70.12,70.43,65.37,35815100
Alaska Airlines Inc.,5/1/2016,70.56,71.00,64.43,66.40,61.63,59727200
Alaska Airlines Inc.,6/1/2016,66.40,67.95,54.51,58.29,54.33,42047200
Alaska Airlines Inc.,7/1/2016,58.24,68.85,56.45,67.22,62.66,37752700
Alaska Airlines Inc.,8/1/2016,67.35,68.48,64.25,67.53,62.95,25504200
Alaska Airlines Inc.,9/1/2016,67.81,71.63,64.19,65.86,61.65,26206800
Alaska Airlines Inc.,10/1/2016,65.60,75.31,65.60,72.22,67.60,25453600
Alaska Airlines Inc.,11/1/2016,72.24,83.47,69.12,82.27,77.01,21639000
Alaska Airlines Inc.,12/1/2016,81.90,91.89,80.72,88.73,83.37,26912800
Alaska Airlines Inc.,1/1/2017,88.92,96.27,86.22,93.82,88.15,26669600
Alaska Airlines Inc.,2/1/2017,93.83,98.89,92.37,97.82,91.91,22823100
Alaska Airlines Inc.,3/1/2017,98.04,101.43,89.00,92.22,86.91,33576800
Alaska Airlines Inc.,4/1/2017,92.42,92.59,83.76,85.09,80.19,27335400
Alaska Airlines Inc.,5/1/2017,85.34,87.34,82.03,87.05,82.04,31190000
Alaska Airlines Inc.,6/1/2017,87.26,93.16,87.04,89.76,84.90,24698200
Alaska Airlines Inc.,7/1/2017,90.27,95.75,83.41,85.23,80.62,24656600
Alaska Airlines Inc.,8/1/2017,85.90,87.17,73.29,74.66,70.62,28483900
Alaska Airlines Inc.,9/1/2017,75.10,78.44,71.17,76.27,72.41,33871500
Alaska Airlines Inc.,10/1/2017,76.30,82.68,64.77,66.03,62.69,48251000
Alaska Airlines Inc.,11/1/2017,65.65,70.51,61.10,69.17,65.67,38963700
Alaska Airlines Inc.,12/1/2017,69.10,76.06,66.50,73.51,70.11,33136200
Alaska Airlines Inc.,1/1/2018,74.04,75.46,59.25,65.73,62.69,62942400
Alaska Airlines Inc.,2/1/2018,65.54,67.50,61.08,64.50,61.52,54723700
Alaska Airlines Inc.,3/1/2018,64.29,69.16,61.20,61.96,59.38,41143700
Alaska Airlines Inc.,4/1/2018,61.67,70.25,57.60,64.93,62.23,51570700
Alaska Airlines Inc.,5/1/2018,65.06,65.71,57.53,60.81,58.28,48740900
Alaska Airlines Inc.,6/1/2018,61.00,64.86,59.53,60.39,58.20,42138200
Alaska Airlines Inc.,7/1/2018,60.17,65.76,57.97,62.83,60.55,43310000
Alaska Airlines Inc.,8/1/2018,62.55,68.09,60.04,67.49,65.04,29244700
Alaska Airlines Inc.,9/1/2018,67.68,70.75,66.07,68.86,66.69,25861900
Alaska Airlines Inc.,10/1/2018,68.71,69.14,59.55,61.42,59.48,43354900
Alaska Airlines Inc.,11/1/2018,61.72,74.83,61.72,73.26,70.95,32949000
Alaska Airlines Inc.,12/1/2018,73.88,74.57,57.42,60.85,59.21,41147100
Alaska Airlines Inc.,1/1/2019,59.93,66.60,57.28,63.95,62.22,34694000
Alaska Airlines Inc.,2/1/2019,64.17,67.64,60.97,61.70,60.04,23269300
Alaska Airlines Inc.,3/1/2019,61.86,62.02,53.39,56.12,54.89,48632300
Alaska Airlines Inc.,4/1/2019,56.30,62.38,56.11,61.90,60.55,31411500
Alaska Airlines Inc.,5/1/2019,62.00,63.26,57.82,58.20,56.93,21399000
Alaska Airlines Inc.,6/1/2019,58.01,64.00,57.85,63.91,62.87,21377900
Alaska Airlines Inc.,7/1/2019,64.10,65.91,62.42,63.36,62.33,24882200
Alaska Airlines Inc.,8/1/2019,63.57,64.79,57.12,59.72,58.75,21807600
Alaska Airlines Inc.,9/1/2019,59.43,66.52,59.43,64.91,64.22,16695700
Alaska Airlines Inc.,10/1/2019,65.45,72.00,61.15,69.43,68.70,22210400
Alaska Airlines Inc.,11/1/2019,69.89,72.22,67.94,69.01,68.28,11588200
Alaska Airlines Inc.,12/1/2019,69.17,70.41,66.29,67.75,67.37,20957100
Alaska Airlines Inc.,1/1/2020,68.15,68.79,64.17,64.59,64.23,28827800
Alaska Airlines Inc.,2/1/2020,65.13,66.96,49.45,50.46,50.18,27359800
Alaska Airlines Inc.,3/1/2020,50.85,51.30,20.02,28.47,28.47,87640100
Alaska Airlines Inc.,4/1/2020,26.92,34.72,23.58,32.52,32.52,64896000
Alaska Airlines Inc.,5/1/2020,31.41,39.47,23.39,34.19,34.19,68508900
Alaska Airlines Inc.,6/1/2020,34.38,50.81,33.00,36.26,36.26,112056000
Alaska Airlines Inc.,7/1/2020,37.18,38.94,33.62,34.44,34.44,48635900
Alaska Airlines Inc.,8/1/2020,34.09,41.05,33.22,38.95,38.95,50290000
Alaska Airlines Inc.,9/1/2020,38.10,43.94,34.83,36.63,36.63,50018400
Alaska Airlines Inc.,10/1/2020,37.09,41.73,35.06,37.89,37.89,50167500
Alaska Airlines Inc.,11/1/2020,38.22,53.42,36.82,50.97,50.97,47661900
Alaska Airlines Inc.,12/1/2020,51.77,54.96,48.27,52.00,52.00,38734000
Alaska Airlines Inc.,1/1/2021,52.17,56.18,48.09,48.83,48.83,38001200
Alaska Airlines Inc.,2/1/2021,49.36,68.99,48.25,65.02,65.02,37451800
Alaska Airlines Inc.,3/1/2021,67.08,73.75,59.69,69.21,69.21,41539600
Alaska Airlines Inc.,4/1/2021,69.67,74.25,64.81,69.14,69.14,31734700
Alaska Airlines Inc.,5/1/2021,69.46,72.92,63.64,69.20,69.20,25147200
Alaska Airlines Inc.,6/1/2021,69.93,70.90,59.83,60.31,60.31,42564600
Alaska Airlines Inc.,7/1/2021,60.86,61.75,51.75,58.03,58.03,43489500
Alaska Airlines Inc.,8/1/2021,58.21,59.73,52.88,57.34,57.34,36427900
Alaska Airlines Inc.,9/1/2021,57.78,62.85,55.43,58.60,58.60,36246900
Alaska Airlines Inc.,10/1/2021,60.53,63.76,52.20,52.80,52.80,38007500
Alaska Airlines Inc.,11/1/2021,53.02,60.12,47.38,48.57,48.57,39279700
Alaska Airlines Inc.,12/1/2021,49.96,53.40,46.26,52.10,52.10,42863600
Alaska Airlines Inc.,1/1/2022,52.86,57.60,48.73,54.74,54.74,40720000
Alaska Airlines Inc.,2/1/2022,55.01,61.07,51.62,56.14,56.14,38327100
Alaska Airlines Inc.,3/1/2022,55.35,59.54,43.46,58.01,58.01,56271300
Alaska Airlines Inc.,4/1/2022,58.36,61.55,51.91,54.39,54.39,42012400
Alaska Airlines Inc.,5/1/2022,54.13,54.45,43.39,48.26,48.26,38562300
Alaska Airlines Inc.,6/1/2022,48.68,49.78,38.19,40.05,40.05,39476400
Alaska Airlines Inc.,7/1/2022,40.25,44.51,39.67,44.33,44.33,33096300
Alaska Airlines Inc.,8/1/2022,44.18,48.76,43.51,43.56,43.56,27568900
Alaska Airlines Inc.,9/1/2022,43.18,47.41,38.44,39.15,39.15,33742300
Alaska Airlines Inc.,10/1/2022,39.35,44.78,38.72,44.46,44.46,34899100
Alaska Airlines Inc.,11/1/2022,45.05,47.67,42.34,47.44,47.44,24733400
Alaska Airlines Inc.,12/1/2022,47.58,47.99,41.29,42.94,42.94,29200000
Alaska Airlines Inc.,1/1/2023,43.52,51.81,41.77,51.34,51.34,30930900
Alaska Airlines Inc.,2/1/2023,50.95,53.96,46.27,47.83,47.83,21463100
Alaska Airlines Inc.,3/1/2023,47.73,49.75,37.20,41.96,41.96,42847800
Alaska Airlines Inc.,4/1/2023,42.26,44.87,41.25,43.46,43.46,38257000
Alaska Airlines Inc.,5/1/2023,43.33,45.99,41.69,44.93,44.93,30041400
Alaska Airlines Inc.,6/1/2023,45.09,53.40,44.36,53.18,53.18,29602600
Alaska Airlines Inc.,7/1/2023,53.07,57.18,46.45,48.63,48.63,43649400
Alaska Airlines Inc.,8/1/2023,48.00,48.23,41.55,41.97,41.97,33903700
Alaska Airlines Inc.,9/1/2023,42.26,42.43,36.15,37.08,37.08,38481400
Alaska Airlines Inc.,10/1/2023,37.04,37.34,31.03,31.63,31.63,58275200
Alaska Airlines Inc.,11/1/2023,31.62,37.98,30.75,37.81,37.81,44465400
Alaska Airlines Inc.,12/1/2023,37.93,41.22,32.00,39.07,39.07,127694400
Alaska Airlines Inc.,1/1/2024,38.69,39.20,33.24,35.83,35.83,63907200
Alaska Airlines Inc.,2/1/2024,36.11,40.49,35.10,37.39,37.39,40443700
Alaska Airlines Inc.,3/1/2024,37.37,43.27,36.00,42.99,42.99,45738500
Alaska Airlines Inc.,4/1/2024,43.40,46.15,40.07,43.02,43.02,55453700
Alaska Airlines Inc.,5/1/2024,42.99,44.74,39.20,42.02,42.02,33469700
Alaska Airlines Inc.,6/1/2024,42.58,42.86,39.21,40.40,40.40,31564800
Alaska Airlines Inc.,7/1/2024,40.57,40.65,35.31,37.53,37.53,51841600
Alaska Airlines Inc.,8/1/2024,37.74,38.00,32.62,36.11,36.11,48540300
Alaska Airlines Inc.,9/1/2024,35.85,45.57,35.76,45.21,45.21,56917000
Alaska Airlines Inc.,10/1/2024,45.06,46.28,41.72,45.40,45.40,25228100
Alaska Airlines Inc.,10/15/2024,45.00,46.28,45.00,45.40,45.40,2024539
Allegiant Air,1/1/2007,28.36,34.16,25.83,33.25,26.93,2337400
Allegiant Air,2/1/2007,33.46,36.51,30.16,34.46,27.91,2072000
Allegiant Air,3/1/2007,33.27,35.07,30.59,31.50,25.51,1840800
Allegiant Air,4/1/2007,31.50,33.99,31.05,32.09,25.99,1467900
Allegiant Air,5/1/2007,32.25,35.65,27.53,31.75,25.72,5834200
Allegiant Air,6/1/2007,31.90,33.38,30.41,30.74,24.90,2429300
Allegiant Air,7/1/2007,30.84,33.99,29.18,29.39,23.81,1576900
Allegiant Air,8/1/2007,29.35,34.00,28.60,29.00,23.49,2869800
Allegiant Air,9/1/2007,28.86,30.68,27.56,30.32,24.56,1649100
Allegiant Air,10/1/2007,30.30,38.74,29.90,36.02,29.18,2295700
Allegiant Air,11/1/2007,35.89,36.34,30.82,35.40,28.67,2516500
Allegiant Air,12/1/2007,35.01,36.58,31.96,32.14,26.03,1363300
Allegiant Air,1/1/2008,32.07,32.46,19.97,31.28,25.34,3682800
Allegiant Air,2/1/2008,31.56,32.18,27.01,27.21,22.04,3178900
Allegiant Air,3/1/2008,27.65,28.44,22.52,26.42,21.40,2332300
Allegiant Air,4/1/2008,26.86,28.72,19.65,27.25,22.07,3388000
Allegiant Air,5/1/2008,27.13,28.93,20.35,20.90,16.93,3767500
Allegiant Air,6/1/2008,20.88,24.43,18.52,18.59,15.06,6171200
Allegiant Air,7/1/2008,18.26,25.48,15.89,24.68,19.99,8467600
Allegiant Air,8/1/2008,24.58,32.14,23.29,31.01,25.12,6738800
Allegiant Air,9/1/2008,31.90,35.94,30.28,35.32,28.61,6918400
Allegiant Air,10/1/2008,34.45,40.99,23.52,39.83,32.26,7766300
Allegiant Air,11/1/2008,40.84,44.58,32.42,43.14,34.94,6436200
Allegiant Air,12/1/2008,42.01,49.06,37.07,48.57,39.34,8401200
Allegiant Air,1/1/2009,48.98,48.98,33.29,35.76,28.96,15498300
Allegiant Air,2/1/2009,36.66,36.98,32.39,34.32,27.80,8236300
Allegiant Air,3/1/2009,34.59,46.21,32.07,45.46,36.82,10280600
Allegiant Air,4/1/2009,42.11,57.52,40.53,52.04,42.15,15600600
Allegiant Air,5/1/2009,51.75,56.19,37.67,40.34,32.67,15672800
Allegiant Air,6/1/2009,40.80,45.51,33.20,39.64,32.11,10583300
Allegiant Air,7/1/2009,40.46,47.45,37.21,43.31,35.08,9713300
Allegiant Air,8/1/2009,43.19,43.49,36.61,39.19,31.74,6595000
Allegiant Air,9/1/2009,39.00,44.29,35.75,38.09,30.85,6568200
Allegiant Air,10/1/2009,37.83,42.50,34.88,37.71,30.54,10441100
Allegiant Air,11/1/2009,37.75,42.61,37.72,41.23,33.40,4677300
Allegiant Air,12/1/2009,41.36,48.99,41.36,47.17,38.21,8782200
Allegiant Air,1/1/2010,47.18,53.82,47.17,51.20,41.47,8175100
Allegiant Air,2/1/2010,51.30,53.99,49.74,52.14,42.23,4291500
Allegiant Air,3/1/2010,52.15,59.04,51.44,57.86,46.87,6456100
Allegiant Air,4/1/2010,57.96,58.12,49.50,51.43,41.66,8612300
Allegiant Air,5/1/2010,51.48,56.28,47.84,55.29,44.78,5176600
Allegiant Air,6/1/2010,55.15,55.32,42.04,42.69,35.09,6301000
Allegiant Air,7/1/2010,43.13,46.37,42.07,44.39,36.49,5655300
Allegiant Air,8/1/2010,44.87,45.88,37.08,37.63,30.93,5834000
Allegiant Air,9/1/2010,38.09,43.93,37.05,42.32,34.79,4612400
Allegiant Air,10/1/2010,42.78,47.92,38.12,47.11,38.73,5680300
Allegiant Air,11/1/2010,47.35,50.74,44.78,49.93,41.04,4981400
Allegiant Air,12/1/2010,50.79,52.95,47.51,49.24,40.48,4324100
Allegiant Air,1/1/2011,49.63,52.35,46.11,46.54,38.26,3210800
Allegiant Air,2/1/2011,46.18,46.18,39.21,41.27,33.92,6501700
Allegiant Air,3/1/2011,41.15,44.40,40.61,43.81,36.01,5408900
Allegiant Air,4/1/2011,44.09,45.61,38.95,44.87,36.88,3624100
Allegiant Air,5/1/2011,44.99,47.98,43.84,45.61,37.49,3111200
Allegiant Air,6/1/2011,45.56,50.29,42.12,49.50,40.69,4624300
Allegiant Air,7/1/2011,49.62,49.93,41.55,43.03,35.37,3040100
Allegiant Air,8/1/2011,43.32,48.14,40.31,46.95,38.59,5302100
Allegiant Air,9/1/2011,46.96,49.19,43.90,47.13,38.74,3004700
Allegiant Air,10/1/2011,47.13,55.19,45.25,51.96,42.71,3263500
Allegiant Air,11/1/2011,50.62,54.00,47.46,52.08,42.81,1982700
Allegiant Air,12/1/2011,52.14,55.36,50.43,53.34,43.85,2120800
Allegiant Air,1/1/2012,54.41,55.85,51.56,54.97,45.19,1816100
Allegiant Air,2/1/2012,55.10,57.76,48.00,49.98,41.08,4139400
Allegiant Air,3/1/2012,50.01,55.68,47.32,54.50,44.80,2670900
Allegiant Air,4/1/2012,54.47,63.59,54.20,58.76,48.30,3426700
Allegiant Air,5/1/2012,59.03,65.14,59.03,64.85,53.31,3864800
Allegiant Air,6/1/2012,64.21,71.42,61.76,69.68,57.28,3417600
Allegiant Air,7/1/2012,70.00,75.93,67.77,71.06,58.41,2915300
Allegiant Air,8/1/2012,69.15,70.99,64.32,66.24,54.45,3256600
Allegiant Air,9/1/2012,65.97,67.70,61.63,63.36,52.08,2281600
Allegiant Air,10/1/2012,63.41,72.98,63.40,72.74,59.79,2410500
Allegiant Air,11/1/2012,72.90,76.21,69.50,74.02,60.85,1768700
Allegiant Air,12/1/2012,74.14,77.97,71.09,73.41,62.03,2312400
Allegiant Air,1/1/2013,74.48,78.85,72.17,74.47,62.92,3117800
Allegiant Air,2/1/2013,74.58,82.00,72.73,80.29,67.84,2335000
Allegiant Air,3/1/2013,80.37,89.46,80.03,88.78,75.01,2175700
Allegiant Air,4/1/2013,88.40,93.47,82.79,89.90,75.96,2263200
Allegiant Air,5/1/2013,89.58,95.77,86.99,92.51,78.17,2140600
Allegiant Air,6/1/2013,92.51,108.56,92.51,105.99,89.56,2272900
Allegiant Air,7/1/2013,107.17,109.72,91.06,97.38,82.28,3419400
Allegiant Air,8/1/2013,97.72,98.76,92.27,94.51,79.86,1607100
Allegiant Air,9/1/2013,95.34,106.81,91.28,105.36,89.02,1854500
Allegiant Air,10/1/2013,105.66,109.56,96.69,104.27,88.10,2140700
Allegiant Air,11/1/2013,104.00,114.77,102.94,110.70,93.53,1253100
Allegiant Air,12/1/2013,111.00,112.87,102.75,105.44,89.09,1479400
Allegiant Air,1/1/2014,105.33,110.00,81.19,91.07,78.60,3129700
Allegiant Air,2/1/2014,91.30,103.11,87.38,99.26,85.66,2537800
Allegiant Air,3/1/2014,98.95,112.44,98.63,111.93,96.60,2935100
Allegiant Air,4/1/2014,112.39,123.32,109.02,117.45,101.36,2180300
Allegiant Air,5/1/2014,117.60,119.10,112.15,115.00,99.25,2206100
Allegiant Air,6/1/2014,115.09,124.61,112.90,117.77,101.64,2562400
Allegiant Air,7/1/2014,118.26,125.63,113.79,117.76,101.63,2151200
Allegiant Air,8/1/2014,117.90,128.39,115.80,122.86,106.03,2188200
Allegiant Air,9/1/2014,123.40,128.55,121.90,123.66,106.72,2335400
Allegiant Air,10/1/2014,123.24,134.10,104.52,133.47,115.19,4187800
Allegiant Air,11/1/2014,133.33,144.10,131.04,140.26,121.05,2626800
Allegiant Air,12/1/2014,140.47,152.14,133.96,150.33,129.74,3460400
Allegiant Air,1/1/2015,151.87,185.30,144.51,181.27,159.33,3930900
Allegiant Air,2/1/2015,180.25,189.62,173.13,183.62,161.39,2601000
Allegiant Air,3/1/2015,183.69,199.20,182.64,192.29,169.01,3006800
Allegiant Air,4/1/2015,191.38,191.40,153.02,153.76,135.33,4280900
Allegiant Air,5/1/2015,153.93,168.56,151.04,157.47,138.60,2956300
Allegiant Air,6/1/2015,157.60,183.51,153.76,177.88,156.79,3582200
Allegiant Air,7/1/2015,180.43,220.80,175.00,212.73,187.51,4753300
Allegiant Air,8/1/2015,215.67,238.13,192.35,203.26,179.17,4570400
Allegiant Air,9/1/2015,200.21,220.95,194.34,216.25,190.86,3808700
Allegiant Air,10/1/2015,215.36,228.79,194.00,197.45,174.27,3641300
Allegiant Air,11/1/2015,198.37,204.46,174.24,175.13,154.57,2983400
Allegiant Air,12/1/2015,175.45,189.50,166.59,167.83,148.36,3147500
Allegiant Air,1/1/2016,164.79,167.35,134.64,160.47,143.18,5377100
Allegiant Air,2/1/2016,159.66,170.00,144.73,163.88,146.22,3227000
Allegiant Air,3/1/2016,165.62,182.50,163.73,178.06,158.88,3405100
Allegiant Air,4/1/2016,176.31,183.91,158.87,160.57,143.52,2545600
Allegiant Air,5/1/2016,161.00,162.80,135.57,139.02,124.26,3125400
Allegiant Air,6/1/2016,138.99,155.32,135.87,151.50,136.08,3875300
Allegiant Air,7/1/2016,151.62,152.81,128.86,129.77,116.56,4594900
Allegiant Air,8/1/2016,128.77,139.89,121.70,138.24,124.17,3476100
Allegiant Air,9/1/2016,137.84,147.55,127.50,132.07,119.27,2686100
Allegiant Air,10/1/2016,132.09,158.00,131.45,137.90,124.54,3094100
Allegiant Air,11/1/2016,137.70,169.95,132.65,163.40,147.57,2819800
Allegiant Air,12/1/2016,163.65,173.82,157.50,166.40,150.91,2512900
Allegiant Air,1/1/2017,168.25,182.25,164.50,172.00,155.99,2221900
Allegiant Air,2/1/2017,174.00,178.45,157.50,174.10,157.90,2212200
Allegiant Air,3/1/2017,176.25,178.20,153.40,160.25,145.34,2411900
Allegiant Air,4/1/2017,160.30,169.15,143.90,145.40,132.40,2949700
Allegiant Air,5/1/2017,145.80,150.05,134.65,137.00,124.75,2803000
Allegiant Air,6/1/2017,137.50,147.05,134.95,135.60,124.08,3306100
Allegiant Air,7/1/2017,136.40,147.00,126.20,129.25,118.27,2954400
Allegiant Air,8/1/2017,130.10,131.75,114.35,118.00,107.98,2970700
Allegiant Air,9/1/2017,118.25,137.75,111.54,131.70,121.19,3838800
Allegiant Air,10/1/2017,132.00,145.00,128.30,136.40,125.52,3413800
Allegiant Air,11/1/2017,137.15,154.20,125.95,152.00,139.87,2834500
Allegiant Air,12/1/2017,151.20,162.35,143.55,154.75,143.13,2713500
Allegiant Air,1/1/2018,155.40,172.00,147.50,159.25,147.30,3846300
Allegiant Air,2/1/2018,159.65,173.80,152.60,166.30,153.82,2923500
Allegiant Air,3/1/2018,166.10,181.45,160.70,172.55,159.60,2772900
Allegiant Air,4/1/2018,172.40,177.00,141.05,160.25,148.85,6758500
Allegiant Air,5/1/2018,160.65,165.00,149.85,151.35,140.58,3661600
Allegiant Air,6/1/2018,152.25,156.13,135.75,138.95,129.63,2731800
Allegiant Air,7/1/2018,137.90,147.00,117.95,123.60,115.31,4278300
Allegiant Air,8/1/2018,122.95,139.45,119.20,136.25,127.11,3229800
Allegiant Air,9/1/2018,135.80,136.25,117.30,126.80,118.90,5163100
Allegiant Air,10/1/2018,127.16,129.98,105.21,114.14,107.03,5276200
Allegiant Air,11/1/2018,114.75,134.50,113.35,134.41,126.04,3335400
Allegiant Air,12/1/2018,134.54,135.48,98.21,100.22,94.54,5265300
Allegiant Air,1/1/2019,98.60,137.00,98.18,130.00,122.63,4200200
Allegiant Air,2/1/2019,132.57,142.97,130.31,132.10,124.62,3083200
Allegiant Air,3/1/2019,132.74,133.00,120.91,129.47,122.78,3818900
Allegiant Air,4/1/2019,130.18,147.20,128.64,146.88,139.29,3737300
Allegiant Air,5/1/2019,147.18,148.80,137.59,140.11,132.87,2912600
Allegiant Air,6/1/2019,139.68,148.69,133.62,143.50,136.09,2472000
Allegiant Air,7/1/2019,145.10,157.50,140.29,149.85,142.80,3788800
Allegiant Air,8/1/2019,149.74,151.87,136.87,141.99,135.31,4369200
Allegiant Air,9/1/2019,141.97,154.17,139.99,149.66,142.62,3663900
Allegiant Air,10/1/2019,150.42,173.00,143.61,167.33,160.20,3734000
Allegiant Air,11/1/2019,167.50,174.92,165.77,169.73,162.50,2883200
Allegiant Air,12/1/2019,169.05,183.26,163.64,174.04,167.32,2572700
Allegiant Air,1/1/2020,175.14,180.20,162.52,168.04,161.55,3767600
Allegiant Air,2/1/2020,167.08,174.50,126.23,135.54,130.30,3890300
Allegiant Air,3/1/2020,138.92,141.95,60.06,81.80,79.06,8392000
Allegiant Air,4/1/2020,77.67,88.98,63.95,78.48,75.85,5701400
Allegiant Air,5/1/2020,75.71,116.30,63.50,106.55,102.98,8949700
Allegiant Air,6/1/2020,108.13,139.68,99.27,109.21,105.56,8323000
Allegiant Air,7/1/2020,111.86,119.74,100.10,112.03,108.28,4194900
Allegiant Air,8/1/2020,111.42,135.65,108.66,128.60,124.30,4269800
Allegiant Air,9/1/2020,126.67,144.87,119.70,119.80,115.79,4289300
Allegiant Air,10/1/2020,122.02,142.48,112.71,134.76,130.25,4549400
Allegiant Air,11/1/2020,136.91,178.90,129.37,170.19,164.50,3106400
Allegiant Air,12/1/2020,173.73,190.51,169.32,189.24,182.91,4058600
Allegiant Air,1/1/2021,188.77,197.13,172.91,181.49,175.42,2218800
Allegiant Air,2/1/2021,183.21,260.00,178.69,252.19,243.75,2827400
Allegiant Air,3/1/2021,257.49,271.29,229.28,244.06,235.89,4435400
Allegiant Air,4/1/2021,245.54,255.76,227.92,235.73,227.84,2086200
Allegiant Air,5/1/2021,238.21,244.42,211.48,221.46,214.05,5255300
Allegiant Air,6/1/2021,225.35,230.65,187.09,194.00,187.51,5378800
Allegiant Air,7/1/2021,194.97,201.27,171.53,190.12,183.76,3888700
Allegiant Air,8/1/2021,191.40,198.79,172.15,192.44,186.00,2957000
Allegiant Air,9/1/2021,194.13,215.48,186.24,195.48,188.94,3243500
Allegiant Air,10/1/2021,198.51,206.40,171.38,175.27,169.41,2954500
Allegiant Air,11/1/2021,175.38,197.55,169.11,173.22,167.42,3106700
Allegiant Air,12/1/2021,178.11,196.67,163.60,187.04,180.78,4922900
Allegiant Air,1/1/2022,188.38,195.66,164.03,178.66,172.68,4151000
Allegiant Air,2/1/2022,178.63,186.86,155.34,174.09,168.26,4285400
Allegiant Air,3/1/2022,171.45,173.00,132.03,162.39,156.96,5676800
Allegiant Air,4/1/2022,162.87,176.56,145.30,155.19,150.00,4609900
Allegiant Air,5/1/2022,154.07,157.91,131.13,149.45,144.45,5937900
Allegiant Air,6/1/2022,151.42,151.98,109.82,113.09,109.31,5150100
Allegiant Air,7/1/2022,112.89,122.36,108.99,115.31,111.45,3427200
Allegiant Air,8/1/2022,115.20,118.35,96.00,96.50,93.27,5504400
Allegiant Air,9/1/2022,96.03,102.49,72.97,72.98,70.54,5733600
Allegiant Air,10/1/2022,72.62,80.92,63.78,75.05,72.54,6190300
Allegiant Air,11/1/2022,76.05,83.56,69.07,82.61,79.85,4839600
Allegiant Air,12/1/2022,83.54,84.89,62.94,67.99,65.71,5113600
Allegiant Air,1/1/2023,69.37,86.84,68.31,86.03,83.15,3792700
Allegiant Air,2/1/2023,85.12,104.21,81.78,102.55,99.12,4548600
Allegiant Air,3/1/2023,102.65,105.51,78.36,91.98,88.90,4896800
Allegiant Air,4/1/2023,91.27,104.84,86.91,103.91,100.43,3182100
Allegiant Air,5/1/2023,99.65,114.35,95.66,97.49,94.23,4373000
Allegiant Air,6/1/2023,97.91,129.00,96.16,126.28,122.05,4854400
Allegiant Air,7/1/2023,125.91,130.93,120.00,123.70,119.56,3345000
Allegiant Air,8/1/2023,122.23,128.27,87.39,88.84,85.87,5370000
Allegiant Air,9/1/2023,89.41,90.01,73.96,76.86,74.72,5402700
Allegiant Air,10/1/2023,76.59,79.08,65.70,66.62,64.76,4928800
Allegiant Air,11/1/2023,66.70,71.42,54.87,68.49,66.58,6783700
Allegiant Air,12/1/2023,68.49,85.91,68.05,82.61,81.12,5026300
Allegiant Air,1/1/2024,81.65,83.66,69.70,78.40,76.99,4851300
Allegiant Air,2/1/2024,79.41,83.82,72.00,72.78,71.47,5273500
Allegiant Air,3/1/2024,73.79,77.15,65.59,75.21,74.43,4940000
Allegiant Air,4/1/2024,75.21,75.21,54.29,54.56,53.99,6902900
Allegiant Air,5/1/2024,55.01,60.74,46.90,53.20,52.64,9568300
Allegiant Air,6/1/2024,53.25,56.62,48.50,50.23,50.23,7362700
Allegiant Air,7/1/2024,49.88,58.55,43.91,56.07,56.07,11376100
Allegiant Air,8/1/2024,56.07,56.55,36.09,42.08,42.08,8787400
Allegiant Air,9/1/2024,41.07,55.28,39.10,55.06,55.06,7814700
Allegiant Air,10/1/2024,54.99,61.26,53.62,59.30,59.30,4899800
Allegiant Air,10/15/2024,58.24,61.26,57.85,59.30,59.30,343490
American Airlines Inc.,10/1/2005,20.90,25.35,20.85,24.68,23.27,19199100
American Airlines Inc.,11/1/2005,24.70,34.55,24.69,33.59,31.67,19402500
American Airlines Inc.,12/1/2005,34.00,38.80,31.38,37.14,35.01,10610800
American Airlines Inc.,1/1/2006,37.20,40.60,28.30,29.34,27.66,17765200
American Airlines Inc.,2/1/2006,29.10,35.02,28.35,33.09,31.20,11538800
American Airlines Inc.,3/1/2006,33.09,40.02,31.32,40.00,37.71,22842200
American Airlines Inc.,4/1/2006,40.00,44.70,36.19,43.26,40.78,28442700
American Airlines Inc.,5/1/2006,43.19,52.18,42.76,46.70,44.03,30935800
American Airlines Inc.,6/1/2006,45.68,50.90,41.00,50.54,47.65,36790100
American Airlines Inc.,7/1/2006,50.63,56.41,44.75,45.69,43.07,36524900
American Airlines Inc.,8/1/2006,45.60,47.03,36.80,42.25,39.83,39158500
American Airlines Inc.,9/1/2006,42.40,48.29,38.80,44.33,41.79,35609900
American Airlines Inc.,10/1/2006,45.00,51.65,43.81,49.86,47.01,41267700
American Airlines Inc.,11/1/2006,49.95,63.27,47.00,56.76,53.51,53478400
American Airlines Inc.,12/1/2006,57.51,62.70,53.85,53.85,50.77,38323100
American Airlines Inc.,1/1/2007,53.89,62.50,51.52,55.98,52.77,56962400
American Airlines Inc.,2/1/2007,56.50,59.85,50.60,52.29,49.30,31647400
American Airlines Inc.,3/1/2007,51.00,53.09,44.01,45.48,42.88,41854300
American Airlines Inc.,4/1/2007,45.26,48.30,36.68,36.94,34.82,56718000
American Airlines Inc.,5/1/2007,36.70,37.41,32.10,35.65,33.61,73097600
