YEAR,QUARTER,UNIQUE_CARRIER,AIRLINE_ID,UNIQUE_CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER,CARRIER_NAME,CARRIER_GROUP_NEW,DEPARTURES_SCHEDULED,DEPARTURES_PERFORMED,PAYLOAD,SEATS,PASSENGERS,FREIGHT,MAIL,DISTANCE,RAMP_TO_RAMP,AIR_TIME,NET_INCOME,OP_PROFIT_LOSS,TRANS_REV_PAX,MAIL_REV,TOTAL_PROPERTY,PROP_FREIGHT,PROP_BAG,TOTAL_CHARTER,CHARTER_PAX,CHARTER_PROP,TOTAL_MISC_REV,RES_CANCEL_FEES,MISC_OP_REV,PUB_SVC_REVENUE,TRANS_REVENUE,OP_REVENUES,FLYING_OPS,MAINTENANCE,PAX_SERVICE,AIRCFT_SERVICES,PROMOTION_SALES,GENERAL_ADMIN,GENERAL_SERVICES,DEPREC_AMORT,TRANS_EXPENSES,OP_EXPENSES,INTEREST_LONG_DEBT,INTEREST_EXP_OTH,FOREIGN_EX_GAINS,CAP_GAINS_PROP,CAP_GAINS_OTHER,OTHER_INCOME_NET,NON_OP_INCOME,INCOME_PRE_TAX,INCOME_TAX,INCOME_BEFORE_OTH,DISCONT_OPS,EXTRA_ITEMS,INCOME_TAX_EXTRA,INCOME_TAX_CREDITS,ACCTG_CHANGES,CARRIER_GROUP,ASM,RPM,LOAD_FACTOR,YIELD,RASM,CASM,PRASM
2009,4,HA,19690,Hawaiian Airlines Inc.,5375,D,HA,Hawaiian Airlines Inc.,3,17680,17679,664806400,2537585,2024964,16183862,82962,234181,1527492,1249050,33529000,17113000,238592000,149000,11347000,988000,10359000,947000,947000,,6226000,3986000,2240000,,8542000,265803000,104874000,37788000,23125000,34557000,19081000,15283000,,12179000,1804000,248690000,-3090000,-1689000,382000,-129000,,2033000,-2494000,14619000,-18910000,33529000,,,,33529000,,3,594254192885,474208094484,0.80,0.0000005031,0.0000004473,0.0000004185,0.0000004015
2009,4,HA,19690,Hawaiian Airlines Inc.,15375,P,HA,Hawaiian Airlines Inc.,3,210,210,19730200,54517,42238,1173275,0,80185,123081,117471,2519000,66000,21543000,,7430000,6419000,1011000,141000,141000,,1039000,714000,326000,,1286000,31440000,12541000,4059000,3250000,4121000,3155000,2294000,,1685000,269000,31374000,-461000,-252000,57000,-17000,,303000,-370000,-304000,-2823000,2519000,,,,2519000,,3,4371445645,3386854030,0.77,0.0000063608,0.0000071921,0.0000071770,0.0000049281
2009,4,NK,20416,Spirit Air Lines,6830,D,NK,Spirit Air Lines,2,10811,10823,323327800,1616639,1261871,0,0,226967,1660007,1419444,22976000,16567000,110101000,,12023000,,12023000,,,,17725000,4886000,12839000,,1050000,140899000,71417000,9059000,6415000,20780000,9050000,6760000,,851000,,124332000,-8390000,16484000,-116000,,,-1148000,6830000,23397000,421000,22976000,,,,22976000,,2,366923703913,286403075257,0.78,0.0000003844,0.0000003840,0.0000003388,0.0000003001
2009,4,NK,20416,Spirit Air Lines,16831,L,NK,Spirit Air Lines,2,2334,2339,69291000,346455,237909,0,0,125056,307446,259489,4908000,3539000,23517000,,2568000,,2568000,,,,3786000,1044000,2742000,,224000,30095000,15254000,1935000,1370000,4438000,1933000,1444000,,182000,,26556000,-1792000,3521000,-25000,,,-245000,1459000,4998000,90000,4908000,,,,4908000,,2,43326276480,29751947904,0.69,0.0000007904,0.0000006946,0.0000006129,0.0000005428
2009,4,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,90424,89263,3797083560,13918067,11052791,78419513,38364246,3328846,15368094,13274424,-222766000,-38442000,1583445000,11037000,88959000,30435000,58524000,2415000,2415000,,77835000,71101000,6734000,,948266000,2711957000,700729000,314084000,153295000,362914000,149147000,122420000,,123422000,824388000,2750399000,-75202000,-9403000,2232000,-76910000,,5300000,-153983000,-192425000,30341000,-222766000,,,,-222766000,,3,46331101660682,36793039109186,0.79,0.0000000430,0.0000000585,0.0000000594,0.0000000342
2009,4,UA,19977,United Air Lines Inc.,10874,A,UA,United Air Lines Inc.,3,4894,4876,461420640,1131758,951910,76159679,5998848,699047,2653589,2515176,36274000,85352000,586633000,3176000,48306000,45525000,2781000,3195000,3195000,,1389000,123000,1266000,,42284000,684983000,228037000,72988000,78635000,94255000,38851000,41386000,,38722000,6757000,599631000,-28641000,-3403000,3876000,-27423000,,1681000,-53910000,31442000,-4832000,36274000,,,,36274000,,3,791152034626,665429829770,0.84,0.0000008816,0.0000008658,0.0000007579,0.0000007415
2009,4,UA,19977,United Air Lines Inc.,10876,L,UA,United Air Lines Inc.,3,2078,2054,99820060,321617,257672,8150107,966619,387096,678685,627867,-9195000,-588000,93584000,537000,6460000,5962000,498000,,,,438000,-81000,519000,,7111000,108130000,42413000,13578000,12169000,18120000,8033000,6996000,,6039000,1370000,108718000,-4211000,-555000,1179000,-4721000,,261000,-8047000,-8635000,560000,-9195000,,,,-9195000,,3,124496654232,99743800512,0.80,0.0000009382,0.0000008685,0.0000008733,0.0000007517
2009,4,UA,19977,United Air Lines Inc.,10877,P,UA,United Air Lines Inc.,3,2943,2939,341579200,907499,749387,43633340,3700936,723711,2115289,2034500,-28426000,35322000,583303000,4436000,67239000,64456000,2783000,2531000,2531000,,1998000,76000,1922000,,45871000,705378000,268475000,82936000,91428000,83074000,42708000,44812000,,49277000,7346000,670056000,-35489000,-3500000,5723000,-28651000,,1956000,-59961000,-24639000,3787000,-28426000,,,,-28426000,,3,656767008789,542339615157,0.83,0.0000010755,0.0000010740,0.0000010202,0.0000008881
2009,4,WN,19393,Southwest Airlines Co.,6725,D,WN,Southwest Airlines Co.,3,275016,272877,10052474800,37214349,27315742,77879377,0,4935274,29348361,25146938,115790000,166716000,2510539000,,38037000,31261000,6776000,8347000,8347000,,150396000,,150396000,,4898000,2712217000,1179946000,250054000,181402000,439047000,187915000,148895000,,154252000,3990000,2545501000,-44829000,3718000,,,,59114000,18003000,184719000,68929000,115790000,,,,115790000,,3,183663009046626,134810671283308,0.73,0.0000000186,0.0000000148,0.0000000139,0.0000000137
2010,1,AA,19805,American Airlines Inc.,0A050,D,AA,American Airlines Inc.,3,139343,135294,5706089610,20702644,15957901,57223127,19991510,2613683,22744590,19457421,-349238000,-249135000,2339479000,9259000,108655000,30110000,78545000,982000,982000,,80974000,69884000,11090000,,499152000,3038501000,1187320000,375621000,243174000,542009000,207697000,277371000,,122645000,331799000,3287636000,-97593000,4181000,,17000,,-6267000,-99662000,-348797000,441000,-349238000,,,,-349238000,,3,54110148677852,41708894559383,0.77,0.0000000561,0.0000000562,0.0000000608,0.0000000432
2010,1,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,3,5380,5240,450752400,1178237,830964,83600578,6394156,810691,2765682,2588640,-99168000,-77918000,465342000,4122000,60166000,44543000,15623000,,,,16107000,13901000,2206000,,99285000,645022000,251132000,79460000,82639000,90753000,44081000,56392000,,39876000,78607000,722940000,-20717000,887000,,4000,,-1330000,-21156000,-99074000,94000,-99168000,,,,-99168000,,3,955186131767,673655036124,0.71,0.0000006908,0.0000006753,0.0000007569,0.0000004872
2010,1,AA,19805,American Airlines Inc.,10050,L,AA,American Airlines Inc.,3,26173,25669,1323761380,4438789,3352656,56558496,3604499,1286830,5540598,4881787,-5733000,32423000,872179000,2295000,65575000,36293000,29282000,1829000,1829000,,30188000,26054000,4134000,,186088000,1158154000,384001000,137058000,103801000,175511000,82151000,76057000,,53012000,114140000,1125731000,-37199000,1593000,,7000,,-2389000,-37988000,-5565000,168000,-5733000,,,,-5733000,,3,5711966848870,4314298320480,0.76,0.0000002022,0.0000002028,0.0000001971,0.0000001527
2010,1,AA,19805,American Airlines Inc.,10052,P,AA,American Airlines Inc.,3,1059,1051,109395600,257518,211190,25851866,1185023,191724,787602,753973,-34647000,-27356000,151567000,1057000,31095000,26006000,5089000,,,,5246000,4528000,718000,,32338000,221303000,91382000,28684000,26761000,25595000,14713000,20916000,,14723000,25885000,248659000,-7108000,304000,,1000,,-456000,-7259000,-34615000,32000,-34647000,,,,-34647000,,3,49372381032,40490191560,0.82,0.0000037433,0.0000044823,0.0000050364,0.0000030699
2010,1,AS,19930,Alaska Airlines Inc.,6031,D,AS,Alaska Airlines Inc.,3,30270,32320,1246916269,4558983,3421590,25795401,11404686,1259091,5195772,4559253,40395000,70257000,527665000,7334000,34646000,14381000,20265000,2358000,2253000,105000,19868000,12923000,6945000,2073000,118467000,712411000,236164000,63463000,46257000,93514000,38466000,50246000,,41433000,72611000,642154000,-18449000,-11000,,9006000,,-8566000,-18020000,52237000,11842000,40395000,,,,40395000,,3,5740174464453,4308093174690,0.75,0.0000001225,0.0000001241,0.0000001119,0.0000000919
2010,1,AS,19930,Alaska Airlines Inc.,16031,L,AS,Alaska Airlines Inc.,3,2546,2595,107679118,410804,348443,866461,7232,261275,546047,490629,-29646000,-32257000,23470000,,1051000,150000,901000,105000,100000,5000,575000,575000,,,,25201000,24217000,6508000,4743000,8645000,3944000,5152000,,4249000,,57458000,-1892000,-1000,,842000,,-878000,-1929000,-34186000,-4540000,-29646000,,,,-29646000,,3,107332815100,91039444825,0.85,0.0000002578,0.0000002348,0.0000005353,0.0000002187
2010,1,B6,20409,JetBlue Airways,6673,D,B6,JetBlue Airways,3,49339,47793,1614978200,6398950,4848094,2754581,3388418,1027952,8307479,7090296,-13540000,13420000,664700000,1472000,13349000,1413000,11936000,464000,464000,,24965000,22336000,2629000,,33471000,738421000,326389000,58417000,38695000,140322000,55236000,49355000,,48827000,7759000,725001000,-40161000,752000,-23000,209000,,1027000,-38195000,-24775000,-11235000,-13540000,,,,-13540000,,3,6577813450400,4983607923488,0.76,0.0000001334,0.0000001123,0.0000001102,0.0000001011
2010,1,B6,20409,JetBlue Airways,16673,L,B6,JetBlue Airways,3,6692,6590,232499600,926150,681854,754641,0,245626,1285654,1109227,12142000,28156000,120210000,,2043000,216000,1827000,,,,3821000,3419000,402000,,5123000,131198000,51128000,8792000,6054000,11838000,8642000,7788000,,7586000,1214000,103042000,-6265000,118000,-4000,33000,,180000,-5938000,22218000,10075000,12142000,,,,12142000,,3,227486519900,167481070604,0.74,0.0000007178,0.0000005767,0.0000004530,0.0000005284
2010,1,DL,19790,Delta Air Lines Inc.,1260,D,DL,Delta Air Lines Inc.,3,171059,167576,6692931370,25751701,20197594,68677842,3759862,5374566,26516785,21578477,-14584000,233675000,2578862000,-1033000,261838000,44651000,217187000,63270000,63270000,,249496000,109170000,140326000,,1489739000,4642172000,1298914000,367949000,334650000,772762000,350551000,128080000,,233190000,922401000,4408497000,-217397000,1503000,-8434000,2648000,,-20317000,-241997000,-8322000,6262000,-14584000,,,,-14584000,,3,138404216636766,108553301994204,0.78,0.0000000238,0.0000000335,0.0000000319,0.0000000186
2010,1,DL,19790,Delta Air Lines Inc.,10260,L,DL,Delta Air Lines Inc.,3,13947,13770,636801845,2278381,1747572,23907024,1421025,1714108,3580102,3134164,-84426000,-59137000,404149000,,13159000,13159000,,,,,26897000,12379000,14518000,,28676000,472881000,214692000,46639000,34089000,78718000,35709000,13047000,,38857000,70267000,532018000,-22145000,153000,-859000,270000,,-2070000,-24651000,-83788000,638000,-84426000,,,,-84426000,,3,3905391099148,2995527145776,0.77,0.0000001349,0.0000001211,0.0000001362,0.0000001035
2010,1,DL,19790,Delta Air Lines Inc.,10261,A,DL,Delta Air Lines Inc.,3,9068,8937,762216860,2113046,1564652,111653988,6505623,1979525,5040554,4716508,-155816000,-98725000,879877000,9031000,63856000,63575000,281000,,,,59362000,26588000,32774000,,55421000,1067547000,493682000,79492000,76958000,177710000,80615000,29454000,,69731000,158630000,1166272000,-49994000,346000,-1940000,609000,,-4672000,-55651000,-154376000,1440000,-155816000,,,,-155816000,,3,4182827383150,3097267750300,0.74,0.0000002841,0.0000002552,0.0000002788,0.0000002104
2010,1,DL,19790,Delta Air Lines Inc.,10262,P,DL,Delta Air Lines Inc.,3,4368,4190,352867265,1135373,956420,38607731,1177939,608396,2000654,1877086,-5907000,31348000,578888000,-32000,45551000,45246000,305000,,,,38533000,17147000,21386000,,33667000,696607000,255594000,44803000,50218000,115961000,52604000,19220000,,23348000,103511000,665259000,-32623000,226000,-1266000,397000,,-3049000,-36315000,-4967000,940000,-5907000,,,,-5907000,,3,690756391708,581882102320,0.84,0.0000009949,0.0000010085,0.0000009631,0.0000008380
2010,1,F9,20436,Frontier Airlines Inc.,6460,D,F9,Frontier Airlines Inc.,3,18608,18300,605602697,2447896,1809826,2801559,0,406763,2668353,2272003,-12670000,-21289000,174556000,,13489000,1279000,12210000,161000,161000,,2171000,3249000,-1078000,,53298000,243675000,115068000,12295000,10975000,44915000,22261000,10307000,,6108000,43034000,264963000,-1859000,-151000,-3000,,,-49000,-2062000,-23350000,-10681000,-12670000,,,,-12670000,,3,995713520648,736170253238,0.74,0.0000002371,0.0000002447,0.0000002661,0.0000001753
2010,1,F9,20436,Frontier Airlines Inc.,16461,L,F9,Frontier Airlines Inc.,3,1231,1224,41959712,171892,146720,13719,0,125872,274912,248530,-885000,-600000,23022000,,1663000,,1663000,86000,86000,,442000,442000,,,908000,26120000,12760000,1674000,1497000,4652000,3031000,2259000,,832000,15000,26720000,-253000,-21000,-11000,,,,-285000,-885000,,-885000,,,,-885000,,3,21636389824,18467939840,0.85,0.0000012466,0.0000012072,0.0000012350,0.0000010640
2010,1,G4,20368,Allegiant Air,6035,D,G4,Allegiant Air,2,9966,10777,361532000,1602590,1430484,0,0,1365677,1617726,1399936,31915000,32688000,118539000,,14826000,,14826000,11267000,11267000,,1380000,1097000,283000,,17645000,163657000,68421000,16869000,4031000,18072000,5083000,9802000,,8691000,,130969000,-749000,,,,,-24000,-773000,31915000,,31915000,,,,31915000,,2,2188620303430,1953579097668,0.89,0.0000000607,0.0000000748,0.0000000598,0.0000000542
2010,1,HA,19690,Hawaiian Airlines Inc.,5375,D,HA,Hawaiian Airlines Inc.,3,16453,16442,624915300,2372172,1960627,14364823,77019,213860,1467022,1199649,6585000,11283000,240751000,118000,16262000,5609000,10653000,,,,6796000,3785000,3011000,,7655000,271581000,106182000,40774000,22160000,35574000,24501000,16696000,,12711000,1700000,260298000,-2725000,-1578000,-301000,-66000,,105000,-4565000,6718000,133000,6585000,,,,6585000,,3,507312703920,419299690220,0.83,0.0000005742,0.0000005353,0.0000005131,0.0000004746
2010,1,HA,19690,Hawaiian Airlines Inc.,15375,P,HA,Hawaiian Airlines Inc.,3,206,205,19124200,53405,39808,1017129,0,78588,119607,114479,-5014000,-4318000,22643000,18000,1859000,839000,1019000,,,,1130000,683000,446000,,1159000,26808000,11792000,3618000,3108000,4036000,4127000,2508000,,1683000,254000,31126000,-408000,-236000,-45000,-2000,,16000,-676000,-4994000,20000,-5014000,,,,-5014000,,3,4196992140,3128431104,0.75,0.0000072378,0.0000063874,0.0000074162,0.0000053950
2010,1,NK,20416,Spirit Air Lines,6830,D,NK,Spirit Air Lines,2,10363,10363,313107600,1565538,1265857,0,0,217499,1594399,1357860,9078000,19421000,114818000,,12907000,,12907000,,,,19290000,4473000,14817000,,1147000,148162000,75286000,8786000,6582000,22095000,8275000,6904000,,813000,,128741000,-9393000,239000,-28000,,,-888000,-10070000,9351000,273000,9078000,,,,9078000,,2,340502949462,275322631643,0.81,0.0000004170,0.0000004351,0.0000003781,0.0000003372
2010,1,NK,20416,Spirit Air Lines,16831,L,NK,Spirit Air Lines,2,2550,2550,74242000,371210,259622,0,0,129534,372567,315928,2199000,4704000,27813000,,3126000,,3126000,,,,4672000,1083000,3589000,,278000,35889000,18237000,2128000,1594000,5352000,2005000,1672000,,197000,,31185000,-2275000,58000,-7000,,,-215000,-2439000,2265000,66000,2199000,,,,2199000,,2,48084316140,33629876148,0.70,0.0000008270,0.0000007464,0.0000006485,0.0000005784
2010,1,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,86572,84537,3641281500,13277320,10453795,80968881,37175134,3319650,14903263,12961215,-121161000,-36424000,1579368000,10247000,94399000,28844000,65555000,1989000,1989000,,80992000,74441000,6551000,,969891000,2736886000,731433000,295058000,146219000,356480000,151219000,124382000,,114505000,854014000,2773310000,-78644000,-7642000,5155000,-12769000,,11508000,-82392000,-118816000,2345000,-121161000,,,,-121161000,,3,44076055338000,34702940571750,0.79,0.0000000455,0.0000000621,0.0000000629,0.0000000358
2010,1,UA,19977,United Air Lines Inc.,10874,A,UA,United Air Lines Inc.,3,4816,4677,439121580,1076998,822740,79904942,5271130,759303,2549225,2418309,20959000,54391000,536696000,3908000,49658000,46788000,2870000,1682000,1682000,,1167000,123000,1044000,,36540000,629651000,239123000,62660000,73395000,83173000,33657000,40782000,,36325000,6145000,575260000,-29639000,-2608000,-1115000,-4133000,,3657000,-33838000,20553000,-406000,20959000,,,,20959000,,3,817767812394,624708950220,0.76,0.0000008591,0.0000007700,0.0000007035,0.0000006563
2010,1,UA,19977,United Air Lines Inc.,10876,L,UA,United Air Lines Inc.,3,2990,2947,131590880,443466,361283,6069860,880622,517249,897501,825570,-9430000,-2358000,116820000,532000,6258000,5389000,869000,,,,641000,25000,616000,,8278000,132529000,55350000,17217000,13702000,22573000,8386000,8866000,,7073000,1720000,134887000,-5454000,-577000,-816000,-897000,,854000,-6890000,-9248000,182000,-9430000,,,,-9430000,,3,229382345034,186873270467,0.81,0.0000006251,0.0000005778,0.0000005880,0.0000005093
2010,1,UA,19977,United Air Lines Inc.,10877,P,UA,United Air Lines Inc.,3,2826,2820,327590880,868788,735835,42283221,2847130,747045,2032509,1953588,35534000,78894000,632698000,3733000,59593000,57742000,1851000,1199000,1199000,,1518000,89000,1429000,,45199000,743940000,285870000,69308000,87963000,73899000,40358000,49135000,,50622000,7891000,665046000,-42941000,-3121000,2448000,-4926000,,4492000,-44048000,34846000,-688000,35534000,,,,35534000,,3,649023731460,549701857575,0.85,0.0000011510,0.0000011462,0.0000010247,0.0000009748
2010,1,WN,19393,Southwest Airlines Co.,6725,D,WN,Southwest Airlines Co.,3,268011,262015,9651231200,35722895,25479169,70206772,0,5167403,28360254,24250410,10788000,54478000,2419634000,,36665000,29793000,6872000,8301000,8301000,,160665000,,160665000,,4773000,2630038000,1212326000,249090000,182421000,439753000,171606000,162809000,,153610000,3945000,2575560000,-39938000,3636000,,26000,,-1602000,-37878000,16600000,5812000,10788000,,,,10788000,,3,184594594791685,131661134328107,0.71,0.0000000184,0.0000000142,0.0000000140,0.0000000131
2010,2,AA,19805,American Airlines Inc.,0A050,D,AA,American Airlines Inc.,3,138949,136762,5764996480,20971054,17610541,65192148,15949256,2801604,22920518,19641675,42431000,142492000,2619354000,7714000,127328000,34174000,93154000,1654000,1654000,,85888000,74114000,11774000,,568316000,3410254000,1253485000,371762000,236466000,516322000,212727000,218401000,,120742000,337857000,3267762000,-96147000,2659000,,-146000,,-6053000,-99687000,42805000,374000,42431000,,,,42431000,,3,58752588770616,49337762107764,0.84,0.0000000531,0.0000000580,0.0000000556,0.0000000446
2010,2,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,3,6992,6499,546249370,1444465,1222419,89662828,6576999,990246,3406811,3177040,10497000,37984000,687574000,4118000,73380000,48927000,24453000,,,,22546000,19455000,3091000,,149182000,936800000,330983000,93819000,102350000,101802000,60591000,66558000,,44762000,97951000,898816000,-26412000,731000,,-40000,,-1663000,-27384000,10600000,103000,10497000,,,,10497000,,3,1430375688390,1210495525074,0.85,0.0000005680,0.0000006549,0.0000006284,0.0000004807
2010,2,AA,19805,American Airlines Inc.,10050,L,AA,American Airlines Inc.,3,25865,25531,1315301478,4435165,3336504,59408991,3701242,1388187,5406239,4748981,-56922000,-26156000,781663000,2494000,67841000,40042000,27799000,1337000,1337000,,25631000,22117000,3514000,,169596000,1048562000,394628000,121276000,99627000,167272000,69462000,58003000,,50335000,114115000,1074718000,-29563000,818000,,-45000,,-1861000,-30651000,-56807000,115000,-56922000,,,,-56922000,,3,6156838395855,4631691478248,0.75,0.0000001688,0.0000001703,0.0000001746,0.0000001270
2010,2,AA,19805,American Airlines Inc.,10052,P,AA,American Airlines Inc.,3,1182,1129,117366600,276727,238584,27841362,1248135,239227,837580,803026,-2824000,5206000,187060000,1081000,38787000,32134000,6653000,,,,6134000,5293000,841000,,40586000,273648000,105922000,28959000,28065000,26252000,16983000,19475000,,14098000,28688000,268442000,-7715000,213000,,-12000,,-486000,-8000000,-2794000,30000,-2824000,,,,-2824000,,3,66200570029,57075734568,0.86,0.0000032774,0.0000041336,0.0000040550,0.0000028257
2010,2,AS,19930,Alaska Airlines Inc.,6031,D,AS,Alaska Airlines Inc.,3,33816,36151,1403078836,5129390,4012057,35410513,11992579,1251295,5838293,5155338,61258000,134634000,622136000,8018000,42355000,18539000,23816000,1976000,1855000,121000,20110000,11928000,8182000,2170000,131669000,828434000,268067000,62899000,51883000,96568000,44238000,51187000,,44484000,74474000,693800000,-18592000,-1932000,,-26315000,,10253000,-36586000,98048000,36790000,61258000,,,,61258000,,3,6418380060050,5020266863815,0.78,0.0000001239,0.0000001291,0.0000001081,0.0000000969
2010,2,AS,19930,Alaska Airlines Inc.,16031,L,AS,Alaska Airlines Inc.,3,2116,2140,87683105,333098,292390,662043,15211,189042,413112,369936,-957000,925000,41233000,,1824000,246000,1578000,131000,123000,8000,791000,791000,,,,43979000,18636000,4373000,3607000,6713000,3075000,3558000,,3092000,,43054000,-1292000,-134000,,-1745000,,713000,-2458000,-1533000,-576000,-957000,,,,-957000,,3,62969512116,55273990380,0.88,0.0000007460,0.0000006984,0.0000006837,0.0000006548
2010,2,B6,20409,JetBlue Airways,6673,D,B6,JetBlue Airways,3,49364,49112,1649099200,6528900,5344777,3331626,3312534,1088317,8397173,7170943,21889000,73704000,728067000,1582000,14173000,2029000,12144000,367000,367000,,29230000,25978000,3252000,,33160000,806579000,345168000,60271000,38649000,134228000,57620000,43486000,,45901000,7551000,732874000,-37281000,827000,-51000,-1680000,,1127000,-37058000,36646000,14757000,21889000,,,,21889000,,3,7105512861300,5816811670309,0.82,0.0000001252,0.0000001135,0.0000001031,0.0000001025
2010,2,B6,20409,JetBlue Airways,16673,L,B6,JetBlue Airways,3,7220,7218,255908400,1020000,784369,1821533,0,274426,1369421,1197519,8912000,21082000,121831000,,2180000,312000,1868000,,,,4497000,3996000,500000,,5101000,133609000,57626000,9739000,6458000,12721000,9626000,7366000,,7730000,1262000,112527000,-6229000,138000,-8000,-281000,,217000,-6162000,14920000,6008000,8912000,,,,8912000,,3,279914520000,215251247194,0.77,0.0000005660,0.0000004773,0.0000004020,0.0000004352
2010,2,DL,19790,Delta Air Lines Inc.,1260,D,DL,Delta Air Lines Inc.,3,185909,185274,7442676840,28378664,23832091,77751996,4803371,5761715,28629374,23234976,473729000,777737000,3080867000,54000,304990000,49072000,255918000,45843000,45843000,,278326000,117235000,161091000,,1701041000,5411121000,1425049000,373178000,361596000,725456000,349850000,210440000,,230672000,957143000,4633384000,-207302000,801000,-16525000,1724000,,-82338000,-303640000,474097000,368000,473729000,,,,473729000,,3,163509774048760,137313716196065,0.84,0.0000000224,0.0000000331,0.0000000283,0.0000000188
2010,2,DL,19790,Delta Air Lines Inc.,10260,L,DL,Delta Air Lines Inc.,3,11071,11035,518383022,1837055,1446250,25608775,1633041,1413341,2872349,2520829,-40278000,-17522000,341172000,,13599000,13599000,,,,,21939000,9946000,11993000,,28323000,405033000,180733000,34965000,27065000,54302000,26187000,15752000,,29274000,54277000,422555000,-15517000,60000,-1237000,129000,,-6163000,-22728000,-40250000,28000,-40278000,,,,-40278000,,3,2596385150755,2044044421250,0.79,0.0000001669,0.0000001560,0.0000001627,0.0000001314
2010,2,DL,19790,Delta Air Lines Inc.,10261,A,DL,Delta Air Lines Inc.,3,12385,11861,1019215450,2837494,2451702,120218715,6333126,2407677,6698546,6231977,-18820000,71345000,1368029000,9894000,76967000,76966000,1000,,,,83748000,36228000,47520000,,66225000,1604863000,650443000,102006000,107244000,215160000,103761000,62413000,,77428000,215063000,1533518000,-61483000,238000,-4901000,511000,,-24421000,-90056000,-18711000,109000,-18820000,,,,-18820000,,3,6831769041438,5902906516254,0.86,0.0000002318,0.0000002349,0.0000002245,0.0000002002
2010,2,DL,19790,Delta Air Lines Inc.,10262,P,DL,Delta Air Lines Inc.,3,4448,4387,383700190,1177524,950407,45019624,1455934,776183,2195335,2060598,44945000,89001000,648480000,132000,59871000,59840000,31000,,,,41635000,18415000,23220000,,34058000,784176000,282718000,45883000,52402000,105133000,50700000,30497000,,22757000,105085000,695175000,-30042000,116000,-2395000,250000,,-11932000,-44003000,44998000,53000,44945000,,,,44945000,,3,913974110892,737689756481,0.81,0.0000008791,0.0000008580,0.0000007606,0.0000007095
2010,2,F9,20436,Frontier Airlines Inc.,6460,D,F9,Frontier Airlines Inc.,3,21095,20989,699775181,2836802,2410672,2994479,0,545235,3222856,2780883,-1716000,-624000,234093000,,15874000,1204000,14670000,361000,361000,,6430000,4052000,2378000,,43931000,300689000,130700000,11997000,8410000,49913000,20995000,28714000,,6571000,44013000,301313000,-910000,-1364000,,,,130000,-2144000,-2767000,-1052000,-1716000,,,,-1716000,,3,1546723738470,1314382747920,0.85,0.0000001781,0.0000001944,0.0000001948,0.0000001513
2010,2,F9,20436,Frontier Airlines Inc.,16461,L,F9,Frontier Airlines Inc.,3,698,698,24209749,99660,89535,8752,0,80399,148973,134804,230000,457000,12878000,,865000,66000,800000,20000,20000,,345000,221000,124000,,1404000,15511000,8272000,390000,427000,1816000,1133000,1429000,,358000,1229000,15054000,-32000,-62000,,,,7000,-87000,370000,141000,230000,,,,230000,,3,8012564340,7198524465,0.90,0.0000017889,0.0000019359,0.0000018788,0.0000016072
2010,2,G4,20368,Allegiant Air,6035,D,G4,Allegiant Air,2,10696,11435,385031000,1704510,1537500,0,0,1342431,1643630,1423938,21789000,22312000,115483000,,14437000,,14437000,9903000,9903000,,1442000,1173000,269000,,18850000,160115000,74918000,18946000,3948000,17883000,4117000,9640000,,8351000,,137803000,-655000,,,,,132000,-523000,21789000,,21789000,,,,21789000,,2,2288187063810,2063987662500,0.90,0.0000000560,0.0000000700,0.0000000602,0.0000000505
2010,2,HA,19690,Hawaiian Airlines Inc.,5375,D,HA,Hawaiian Airlines Inc.,3,16941,16938,652804686,2467754,2034464,15738065,78602,246107,1541690,1264766,9127000,22300000,251483000,,19450000,5976000,13474000,31000,31000,,7063000,4184000,2879000,,8887000,286914000,119337000,36019000,23178000,33706000,19663000,17234000,,13344000,2133000,264614000,-2370000,-1575000,-533000,-140000,,-2496000,-7114000,15185000,6058000,9127000,,,,9127000,,3,607331533678,500695831648,0.82,0.0000005023,0.0000004724,0.0000004357,0.0000004141
2010,2,HA,19690,Hawaiian Airlines Inc.,15375,P,HA,Hawaiian Airlines Inc.,3,208,207,19337300,53867,42766,1010842,0,92706,121590,116181,749000,2611000,26242000,136000,998000,949000,49000,4000,4000,,726000,414000,312000,,902000,29009000,9425000,2347000,3289000,4300000,2792000,2448000,,1493000,303000,26398000,-337000,-224000,-76000,-11000,,-354000,-1001000,1610000,860000,749000,,,,749000,,3,4993794102,3964664796,0.79,0.0000066191,0.0000058090,0.0000052862,0.0000052550
2010,2,NK,20416,Spirit Air Lines,6830,D,NK,Spirit Air Lines,2,10845,10845,329965200,1649826,1338436,0,0,282945,1611034,1374384,-47746000,-1749000,104796000,,13533000,,13533000,,,,20179000,4337000,15842000,,1075000,139583000,87729000,8732000,6776000,22066000,8957000,6222000,,850000,,141332000,-9281000,315000,-36489000,,,-915000,-46370000,-48119000,-373000,-47746000,,,,-47746000,,2,466810017570,378703774020,0.81,0.0000002767,0.0000002990,0.0000003028,0.0000002245
