YEAR,QUARTER,UNIQUE_CARRIER,AIRLINE_ID,UNIQUE_CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER,CARRIER_NAME,CARRIER_GROUP_NEW,DEPARTURES_SCHEDULED,DEPARTURES_PERFORMED,PAYLOAD,SEATS,PASSENGERS,FREIGHT,MAIL,DISTANCE,RAMP_TO_RAMP,AIR_TIME,NET_INCOME,OP_PROFIT_LOSS,TRANS_REV_PAX,MAIL_REV,TOTAL_PROPERTY,PROP_FREIGHT,PROP_BAG,TOTAL_CHARTER,CHARTER_PAX,CHARTER_PROP,TOTAL_MISC_REV,RES_CANCEL_FEES,MISC_OP_REV,PUB_SVC_REVENUE,TRANS_REVENUE,OP_REVENUES,FLYING_OPS,MAINTENANCE,PAX_SERVICE,AIRCFT_SERVICES,PROMOTION_SALES,GENERAL_ADMIN,GENERAL_SERVICES,DEPREC_AMORT,TRANS_EXPENSES,OP_EXPENSES,INTEREST_LONG_DEBT,INTEREST_EXP_OTH,FOREIGN_EX_GAINS,CAP_GAINS_PROP,CAP_GAINS_OTHER,OTHER_INCOME_NET,NON_OP_INCOME,INCOME_PRE_TAX,INCOME_TAX,INCOME_BEFORE_OTH,DISCONT_OPS,EXTRA_ITEMS,INCOME_TAX_EXTRA,INCOME_TAX_CREDITS,ACCTG_CHANGES,CARRIER_GROUP,ASM,RPM,LOAD_FACTOR,YIELD,RASM,CASM,PRASM
2002,3,UA,19977,United Air Lines Inc.,10874,A,UA,United Air Lines Inc.,3,5331,5325,513105400,1301942,1076422,68226940,10643251,573747,2698141,2538782,-76135000,-37515000,445913000,8513000,31562000,30725000,837000,,,,4317000,48000,4269000,,45623000,535928000,167917000,46779000,99118000,98709000,54271000,34396000,,35992000,36261000,573443000,-26915000,-874000,179000,-150000,,11279000,-16481000,-53996000,22139000,-76135000,,,,-76135000,,3,746985316674,617593893234,0.83,0.0000007220,0.0000007175,0.0000007677,0.0000005970
2002,3,UA,19977,United Air Lines Inc.,10876,L,UA,United Air Lines Inc.,3,2232,2256,137556480,416306,300414,21487966,524117,254027,815892,761082,-49882000,-33093000,91958000,547000,3815000,3644000,171000,262000,262000,,1336000,10000,1326000,,11320000,109238000,42615000,11989000,22385000,23437000,14824000,9491000,,8337000,9253000,142331000,-7329000,-183000,-1536000,-11000,,2758000,-6301000,-39394000,10488000,-49882000,,,,-49882000,,3,105752964262,76313267178,0.72,0.0000012050,0.0000010330,0.0000013459,0.0000008696
2002,3,UA,19977,United Air Lines Inc.,10877,P,UA,United Air Lines Inc.,3,3264,3270,399589000,1068466,854940,52416183,5443928,636858,2286088,2189972,-154498000,-109739000,522190000,11688000,59061000,57999000,1062000,1016000,1016000,,3332000,59000,3273000,,59918000,657205000,261224000,71214000,124334000,90193000,83388000,44153000,,44286000,48152000,766944000,-30379000,-1079000,-92000,-94000,,14553000,-17091000,-126830000,27668000,-154498000,,,,-154498000,,3,680461119828,544475378520,0.80,0.0000009591,0.0000009658,0.0000011271,0.0000007674
2002,3,WN,19393,Southwest Airlines Co.,6725,D,WN,Southwest Airlines Co.,3,243727,241159,8854448100,32401133,20882311,71404614,17936798,3760099,22141268,18810110,74887000,91254000,1317585000,3651000,17589000,16779000,810000,5426000,5426000,,44148000,,44148000,,2807000,1391206000,425575000,145194000,114802000,250671000,136165000,131943000,,92000000,3602000,1299952000,-26639000,4137000,-6000,,,55578000,33070000,124324000,49437000,74887000,,,,74887000,,3,121831467792167,78519556708789,0.64,0.0000000168,0.0000000114,0.0000000107,0.0000000108
2002,4,AA,19805,American Airlines Inc.,0A050,D,AA,American Airlines Inc.,3,213181,211141,8479271388,28532194,19418940,105486735,52749886,3710204,33667216,28469632,-602512000,-599438000,2476328000,15082000,43483000,33758000,9725000,4762000,4762000,,13417000,,13417000,,142330000,2695402000,1065969000,557539000,411693000,607409000,246361000,170498000,,210540000,24831000,3294840000,-88393000,15381000,,-9321000,,7827000,-74506000,-673944000,-71432000,-602512000,,,,-602512000,,3,105860260307576,72048228863760,0.68,0.0000000344,0.0000000255,0.0000000311,0.0000000234
2002,4,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,3,5674,5650,527507489,1202052,913696,95939225,9808003,723674,2849693,2649759,-54632000,-48536000,389775000,8523000,38699000,36866000,1833000,,,,1930000,,1930000,,16750000,455677000,138341000,47895000,93938000,94755000,42783000,38381000,,44398000,3722000,504213000,-14943000,2600000,,-1553000,,1323000,-12573000,-61109000,-6477000,-54632000,,,,-54632000,,3,869893779048,661218039104,0.76,0.0000005895,0.0000005238,0.0000005796,0.0000004481
2002,4,AA,19805,American Airlines Inc.,10050,L,AA,American Airlines Inc.,3,23861,23521,1221244651,3851715,2537471,62701967,3212078,1159894,4652824,4034139,-63349000,-55593000,499262000,2375000,29638000,26915000,2723000,398000,398000,,3722000,,3722000,,26060000,561455000,182114000,80048000,83789000,115242000,75339000,34569000,,41313000,4634000,617048000,-18412000,3204000,,-1688000,,1630000,-15266000,-70859000,-7510000,-63349000,,,,-63349000,,3,4467581118210,2943197388074,0.66,0.0000001696,0.0000001257,0.0000001381,0.0000001118
2002,4,AA,19805,American Airlines Inc.,10052,P,AA,American Airlines Inc.,3,841,841,88117200,185803,133320,24435512,731772,160303,611336,578062,-7060000,-4830000,83644000,1512000,20718000,20333000,385000,,,,336000,,336000,,6306000,112516000,35509000,9858000,20441000,16602000,13348000,9746000,,10960000,882000,117346000,-3690000,642000,,-346000,,327000,-3067000,-7897000,-837000,-7060000,,,,-7060000,,3,29784778309,21371595960,0.72,0.0000039138,0.0000037776,0.0000039398,0.0000028083
2002,4,AS,19930,Alaska Airlines Inc.,6031,D,AS,Alaska Airlines Inc.,3,39962,39665,1342941015,5054879,3297144,29266336,11619034,820126,5243488,4514300,-47077000,-48065000,343679000,3651000,13598000,11992000,1606000,1639000,1639000,,6154000,6710000,-556000,923000,20114000,389758000,152257000,59516000,45435000,86329000,42683000,24161000,,25300000,2142000,437823000,-9884000,194000,,-919000,,5548000,-5061000,-53126000,-18518000,-34608000,,,,-34608000,-12469000,3,4145637694754,2704073520144,0.65,0.0000001271,0.0000000940,0.0000001056,0.0000000829
2002,4,AS,19930,Alaska Airlines Inc.,16031,L,AS,Alaska Airlines Inc.,3,3066,3039,110749480,437660,291246,1743910,243,220164,575250,513504,-3550000,-4931000,38287000,332000,725000,544000,181000,,,,693000,756000,-63000,,,40037000,16576000,5478000,4626000,7742000,5097000,2490000,,2959000,,44968000,-1012000,20000,,-94000,,568000,-518000,-5449000,-1899000,-3550000,,,,-3550000,,3,96356976240,64121884344,0.67,0.0000005971,0.0000004155,0.0000004667,0.0000003973
2002,4,B6,20409,JetBlue Airways,6673,D,B6,JetBlue Airways,2,13382,13339,434375274,2167884,1732242,453264,1160838,182190,2280945,2001277,15163000,31802000,181473000,375000,599000,91000,509000,,,,3761000,3761000,,,1049000,187258000,56386000,10343000,15247000,32276000,16531000,15025000,,9589000,60000,155456000,-6359000,1178000,,-582000,,1173000,-4590000,27212000,12049000,15163000,,,,15163000,,2,394966785960,315597169980,0.80,0.0000005750,0.0000004741,0.0000003936,0.0000004595
2002,4,DL,19790,Delta Air Lines Inc.,1260,D,DL,Delta Air Lines Inc.,3,179060,177543,8356688260,29940300,21312509,149372583,74186498,3368701,23815582,19385121,-226127000,-141455000,2110368000,15683000,60033000,49104000,10929000,15027000,15027000,,102180000,-786000,102966000,,137464000,2440755000,794683000,245820000,282955000,489235000,222416000,191746000,,205117000,150238000,2582210000,-124508000,-4141000,-1110000,-95205000,,-34072000,-259036000,-400491000,-174364000,-226127000,,,,-226127000,,3,100859918550300,71795470380809,0.71,0.0000000294,0.0000000242,0.0000000256,0.0000000209
2002,4,DL,19790,Delta Air Lines Inc.,10260,L,DL,Delta Air Lines Inc.,3,4988,4977,283170470,935431,557422,19794852,657051,363623,1273970,1138011,-23071000,-18453000,116791000,655000,8534000,8189000,345000,,,,-4288000,-246000,-4042000,,11391000,133083000,51867000,13661000,15428000,26676000,12127000,10455000,,13130000,8192000,151536000,-6789000,-226000,-61000,-5191000,,-1858000,-14125000,-32578000,-9507000,-23071000,,,,-23071000,,3,340144226513,202691459906,0.60,0.0000005762,0.0000003913,0.0000004455,0.0000003434
2002,4,DL,19790,Delta Air Lines Inc.,10261,A,DL,Delta Air Lines Inc.,3,5933,5909,509848555,1298262,955179,84325203,5383711,898359,3131215,2922013,-102307000,-86338000,380843000,5382000,43467000,42703000,764000,,,,-14545000,-814000,-13731000,,45155000,460302000,203916000,44021000,53363000,92265000,41946000,36161000,,46635000,28333000,546640000,-23481000,-781000,-209000,-17955000,,-6426000,-48852000,-135190000,-32883000,-102307000,,,,-102307000,,3,1166305352058,858093651261,0.74,0.0000004438,0.0000003947,0.0000004687,0.0000003265
2002,4,DL,19790,Delta Air Lines Inc.,10262,P,DL,Delta Air Lines Inc.,3,184,184,15701200,44028,33419,1779305,20,45922,147527,140626,344000,1666000,24938000,340000,1656000,1571000,85000,,,,-1373000,-225000,-1148000,,12552000,38113000,10984000,3326000,4419000,7640000,3473000,2994000,,1265000,2346000,36447000,-1944000,-65000,-17000,-1487000,,-532000,-4045000,-2379000,-2723000,344000,,,,344000,,3,2021853816,1534667318,0.76,0.0000162498,0.0000188505,0.0000180265,0.0000123342
2002,4,F9,20436,Frontier Airlines Inc.,6460,D,F9,Frontier Airlines Inc.,2,14056,13525,859610000,1787518,1002369,3645288,2119910,396902,2415728,2063238,-6166000,-6043000,114679000,479000,1025000,875000,150000,471000,471000,,2603000,2559000,44000,,997000,120253000,57777000,19017000,2115000,24382000,11665000,6685000,,4558000,98000,126296000,-4000,-1662000,,11000,,-1787000,-3442000,-9485000,-3319000,-6166000,,,,-6166000,,2,709469469236,397842260838,0.56,0.0000002883,0.0000001695,0.0000001780,0.0000001616
2002,4,F9,20436,Frontier Airlines Inc.,16460,I,F9,Frontier Airlines Inc.,2,25,30,2700000,3960,2513,2054,11,5554,7080,6528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21993840,13957202,0.63,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2002,4,G4,20368,Allegiant Air,6035,D,G4,Allegiant Air,4,670,817,36228000,112014,61554,0,0,287639,85471,73373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32219594946,17705331006,0.55,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2002,4,HA,19690,Hawaiian Airlines Inc.,5375,D,HA,Hawaiian Airlines Inc.,2,13400,13065,578997436,2006958,1445095,21697697,371269,396988,1181678,985166,-13923000,-17329000,137475000,188000,5712000,5257000,456000,11650000,11650000,,2320000,,2320000,,4265000,161610000,67668000,25897000,22099000,27522000,14071000,9020000,,10129000,2534000,178940000,367000,-6000,,55000,,98000,514000,-16815000,-2892000,-13923000,,,,-13923000,,2,796738242504,573685373860,0.72,0.0000002396,0.0000002028,0.0000002246,0.0000001725
2002,4,HA,19690,Hawaiian Airlines Inc.,15375,P,HA,Hawaiian Airlines Inc.,2,17,26,2506400,8084,5317,7824,2358,27300,8651,8022,-1028000,-1241000,4671000,84000,203000,202000,1000,,,,75000,,75000,,10000,5042000,1494000,1329000,771000,809000,500000,321000,,970000,90000,6284000,,,,,,0000,0000,-1242000,-214000,-1028000,,,,-1028000,,2,220693200,145154100,0.66,0.0000321779,0.0000228475,0.0000284718,0.0000211640
2002,4,NK,20416,Spirit Air Lines,6830,D,NK,Spirit Air Lines,2,9213,9241,280823200,1404116,1059325,291086,683696,284181,1562441,1335380,-11596000,-4042000,104558000,45000,70000,70000,,351000,351000,,3625000,,3625000,,,108649000,34615000,21561000,5997000,20042000,13444000,4113000,,12920000,,112691000,-637000,76000,,-6993000,,,-7554000,-11596000,,-11596000,,,,-11596000,,2,399023088996,301040037825,0.75,0.0000003473,0.0000002723,0.0000002824,0.0000002620
2002,4,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,149812,149441,5842416560,21553618,14821475,131656652,60865277,4544615,23286238,19966904,-989668000,-752698000,1778914000,16976000,46124000,42845000,3279000,5365000,5365000,,76824000,62308000,14516000,,245614000,2169817000,867727000,384457000,310044000,546159000,261750000,175257000,,149485000,227636000,2922515000,-71628000,-7230000,-2109000,7941000,,9151000,-63875000,-816573000,173095000,-989668000,,,,-989668000,,3,97952895667070,67357897607125,0.69,0.0000000264,0.0000000222,0.0000000298,0.0000000182
2002,4,UA,19977,United Air Lines Inc.,10874,A,UA,United Air Lines Inc.,3,4897,4897,467848940,1186860,901314,69367152,15678040,600570,2522799,2376295,-222322000,-122997000,342071000,13094000,30684000,29887000,797000,873000,873000,,3571000,50000,3521000,,55285000,445578000,164129000,49850000,94723000,96760000,46011000,42266000,,32298000,42538000,568575000,-23948000,-1353000,-4985000,1377000,,2136000,-26773000,-149770000,72552000,-222322000,,,,-222322000,,3,712792510200,541302148980,0.76,0.0000006319,0.0000006251,0.0000007977,0.0000004799
2002,4,UA,19977,United Air Lines Inc.,10876,L,UA,United Air Lines Inc.,3,2522,2537,158943680,474450,313934,26098917,650226,315367,980560,918340,-88081000,-58297000,97873000,775000,6231000,6022000,209000,804000,804000,,1426000,14000,1412000,,16576000,123685000,56051000,16692000,27896000,28620000,17835000,12309000,,8645000,13934000,181982000,-7725000,-414000,-657000,531000,,237000,-8028000,-66325000,21756000,-88081000,,,,-88081000,,3,149625873150,99004423778,0.66,0.0000009886,0.0000008266,0.0000012162,0.0000006541
2002,4,UA,19977,United Air Lines Inc.,10877,P,UA,United Air Lines Inc.,3,3129,3127,378277580,1009112,793153,57089651,7250574,660093,2215421,2129780,-255237000,-147512000,465068000,14712000,75471000,74381000,1090000,265000,265000,,2894000,68000,2826000,,71804000,630214000,249597000,72884000,128025000,94218000,67426000,60192000,,46659000,58725000,777726000,-31524000,-1957000,1000,2153000,,2289000,-29038000,-176550000,78687000,-255237000,,,,-255237000,,3,666107767416,523554743229,0.79,0.0000008883,0.0000009461,0.0000011676,0.0000006982
2002,4,WN,19393,Southwest Airlines Co.,6725,D,WN,Southwest Airlines Co.,3,241166,238299,8749304100,32024373,19562591,71702669,23452662,3895640,22438982,19251927,42399000,87591000,1329801000,4862000,17231000,16481000,750000,3134000,3134000,,42638000,,42638000,,2887000,1400553000,431816000,142965000,112575000,254561000,148539000,126074000,,93105000,3327000,1312962000,-26216000,3678000,-13000,,,-1116000,-23667000,63924000,21525000,42399000,,,,42399000,,3,124755428433720,76208812003240,0.61,0.0000000174,0.0000000112,0.0000000105,0.0000000107
2003,1,AA,19805,American Airlines Inc.,0A050,D,AA,American Airlines Inc.,3,198471,193827,7828612394,26354587,17744034,97614022,55851884,3597060,31646074,26889579,-963145000,-872726000,2423478000,16335000,41116000,30859000,10257000,3473000,3473000,,13906000,,13906000,,393386000,2891694000,1167923000,424500000,412927000,651804000,291291000,335690000,,206693000,273592000,3764420000,-95461000,14631000,,-5275000,,-4314000,-90419000,-963145000,,-963145000,,,,-963145000,,3,94799030714220,63826354940040,0.67,0.0000000380,0.0000000305,0.0000000397,0.0000000256
2003,1,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,3,5166,5118,486011017,1102743,770540,89536665,7599995,695624,2608761,2426671,-29409000,-15488000,324449000,6487000,35333000,33960000,1373000,24396000,24396000,,1862000,,1862000,,52665000,445192000,125890000,41473000,89066000,60481000,37833000,24469000,,38511000,42957000,460680000,-14697000,2252000,,-812000,,-664000,-13921000,-29409000,,-29409000,,,,-29409000,,3,767094496632,536006116960,0.70,0.0000006053,0.0000005804,0.0000006006,0.0000004230
2003,1,AA,19805,American Airlines Inc.,10050,L,AA,American Airlines Inc.,3,23649,23206,1211564012,3837425,2577826,64871153,3117912,1286580,4682801,4082918,-28634000,-7770000,542843000,1906000,30295000,27998000,2297000,1004000,1004000,,3115000,,3115000,,88116000,667279000,197199000,73356000,81801000,128831000,66161000,30945000,,42228000,54528000,675049000,-22028000,3376000,,-1217000,,-995000,-20864000,-28634000,,-28634000,,,,-28634000,,3,4937154256500,3316579375080,0.67,0.0000001637,0.0000001352,0.0000001367,0.0000001100
2003,1,AA,19805,American Airlines Inc.,10052,P,AA,American Airlines Inc.,3,813,811,84883100,179123,123944,19393594,528335,147600,586394,561788,-10401000,-7159000,74171000,1165000,15902000,15588000,314000,,,,426000,,426000,,12040000,103704000,28483000,8885000,21982000,11379000,8664000,11485000,,9441000,10544000,110863000,-3423000,525000,,-189000,,-155000,-3242000,-10401000,,-10401000,,,,-10401000,,3,26438554800,18294134400,0.69,0.0000040544,0.0000039225,0.0000041932,0.0000028054
2003,1,AS,19930,Alaska Airlines Inc.,6031,D,AS,Alaska Airlines Inc.,3,37141,38236,1292311601,4894789,3158723,31573611,10040670,846322,5100167,4409244,-38579000,-52126000,336943000,4792000,12755000,11662000,1093000,1182000,1164000,18000,6690000,6573000,117000,920000,21728000,385010000,160987000,55824000,42538000,86607000,42320000,21224000,,25297000,2339000,437136000,-9638000,-33000,,-251000,,1626000,-8296000,-60422000,-21843000,-38579000,,,,-38579000,,3,4142567616058,2673296766806,0.65,0.0000001260,0.0000000929,0.0000001055,0.0000000813
2003,1,AS,19930,Alaska Airlines Inc.,16031,L,AS,Alaska Airlines Inc.,3,3346,3314,120099990,474448,334493,2357526,2457,230579,634888,567937,-6521000,-9234000,40175000,278000,810000,683000,127000,,,,778000,764000,14000,,,42041000,20257000,6329000,5098000,8973000,4917000,2500000,,3201000,,51275000,-1137000,-4000,,-30000,,192000,-979000,-10213000,-3692000,-6521000,,,,-6521000,,3,109397745392,77127061447,0.71,0.0000005209,0.0000003843,0.0000004687,0.0000003672
2003,1,B6,20409,JetBlue Airways,6673,D,B6,JetBlue Airways,2,15601,15411,506416348,2525580,2010618,643676,1256248,191538,2728255,2391273,17358000,34513000,209903000,389000,630000,165000,465000,29000,29000,,4473000,4473000,,,1705000,217130000,72561000,11807000,17149000,38553000,17517000,14461000,,10322000,246000,182617000,-6194000,1021000,,-235000,,946000,-4461000,30052000,12694000,17358000,,,,17358000,,2,483744542040,385109750484,0.80,0.0000005450,0.0000004489,0.0000003775,0.0000004339
2003,1,DL,19790,Delta Air Lines Inc.,1260,D,DL,Delta Air Lines Inc.,3,171634,169221,7981351255,28308647,19426655,144098136,80451567,3387101,22992151,18703629,-370524000,-413391000,2417933000,17926000,53895000,44291000,9604000,53546000,53546000,,91716000,246000,91470000,,163093000,2798109000,899643000,235930000,294358000,512423000,234383000,227546000,,215747000,591470000,3211500000,-132097000,-37419000,1831000,-36284000,,25530000,-178439000,-591830000,-221306000,-370524000,,,,-370524000,,3,95884246562347,65800042577155,0.69,0.0000000367,0.0000000292,0.0000000335,0.0000000252
2003,1,DL,19790,Delta Air Lines Inc.,10260,L,DL,Delta Air Lines Inc.,3,4920,4898,271642215,910798,609444,14981055,265240,401005,1165506,1030988,-7451000,-9720000,130543000,194000,6198000,5979000,219000,,,,-2685000,717000,-3402000,,13874000,148124000,52820000,12869000,15583000,27126000,12408000,12046000,,11676000,13316000,157844000,-6993000,-1981000,97000,-1921000,,1352000,-9446000,-19166000,-11715000,-7451000,,,,-7451000,,3,365234551990,244390091220,0.67,0.0000005342,0.0000004056,0.0000004322,0.0000003574
2003,1,DL,19790,Delta Air Lines Inc.,10261,A,DL,Delta Air Lines Inc.,3,4915,4890,416112135,1050559,722295,71863781,4133764,856400,2626277,2453435,-94470000,-100213000,315793000,3861000,37588000,37060000,528000,,,,-7495000,1114000,-8609000,,25133000,374880000,203595000,35492000,39437000,68653000,31402000,30486000,,44516000,21512000,475093000,-17698000,-5013000,245000,-4861000,,3420000,-23907000,-124120000,-29650000,-94470000,,,,-94470000,,3,899698727600,618573438000,0.69,0.0000005105,0.0000004167,0.0000005281,0.0000003510
2003,1,DL,19790,Delta Air Lines Inc.,10262,P,DL,Delta Air Lines Inc.,3,180,180,15569520,43490,32594,1568403,0,41100,145392,138990,-3628000,-4062000,22135000,334000,1662000,1616000,46000,,,,-594000,56000,-650000,,4759000,28296000,14009000,2303000,2977000,5182000,2370000,2301000,,1592000,1624000,32358000,-1336000,-378000,19000,-367000,,258000,-1804000,-5866000,-2238000,-3628000,,,,-3628000,,3,1787439000,1339613400,0.75,0.0000165234,0.0000158305,0.0000181030,0.0000123836
2003,1,F9,20436,Frontier Airlines Inc.,6460,D,F9,Frontier Airlines Inc.,2,14115,13595,896310000,1806363,1017184,3646503,1852784,406976,1824855,1569967,-9754000,-16124000,113295000,451000,928000,807000,122000,266000,266000,,2873000,2860000,13000,,703000,118516000,62345000,20428000,1935000,24862000,13143000,6679000,,5160000,87000,134640000,-10000,-2523000,,182000,,2502000,152000,-15972000,-6218000,-9754000,,,,-9754000,,2,735146388288,413969475584,0.56,0.0000002737,0.0000001612,0.0000001831,0.0000001541
2003,1,F9,20436,Frontier Airlines Inc.,16460,I,F9,Frontier Airlines Inc.,2,232,227,20430000,29964,14417,0,0,16938,56011,51565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507530232,244195146,0.48,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2003,1,G4,20368,Allegiant Air,6035,D,G4,Allegiant Air,4,739,739,21822000,104347,67790,0,0,294645,83768,72078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30745321815,19973984550,0.65,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2003,1,HA,19690,Hawaiian Airlines Inc.,5375,D,HA,Hawaiian Airlines Inc.,2,12864,12763,557581559,1914468,1410106,18092289,401790,318439,1148756,962223,-17315000,-15365000,129362000,269000,5102000,4572000,530000,7555000,7555000,,2540000,,2540000,,3238000,148066000,72520000,20131000,19362000,25484000,11482000,10089000,,1726000,2637000,163431000,-159000,-21000,,-1000,,-1769000,-1950000,-17315000,,-17315000,,,,-17315000,,2,609641275452,449032744534,0.74,0.0000002881,0.0000002429,0.0000002681,0.0000002122
2003,1,HA,19690,Hawaiian Airlines Inc.,15375,P,HA,Hawaiian Airlines Inc.,2,28,30,2736600,8376,4547,22145,3394,27300,10196,9464,1916000,1916000,4325000,87000,127000,127000,0000,4277000,4277000,,154000,,154000,,28000,8999000,2325000,1644000,909000,1019000,521000,458000,,87000,120000,7082000,,,,,,-1000,-1000,1916000,,1916000,,,,1916000,,2,228664800,124133100,0.54,0.0000348443,0.0000393532,0.0000309720,0.0000189156
2003,1,NK,20416,Spirit Air Lines,6830,D,NK,Spirit Air Lines,2,9480,9480,286406000,1431900,1069954,200540,765985,265937,1625697,1378529,592000,1213000,116090000,71000,83000,83000,,53000,53000,,1756000,,1756000,,,118053000,49587000,20162000,6448000,19998000,13806000,3306000,,3533000,,116840000,-1099000,72000,,407000,,,-621000,592000,,592000,,,,592000,,2,380795190300,284540356898,0.75,0.0000004080,0.0000003100,0.0000003068,0.0000003049
2003,1,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,140962,138778,5351530460,19871922,13863952,102998512,63750571,4409146,21921239,18870517,-921885000,-608083000,1624122000,17836000,36943000,31890000,5053000,5234000,5234000,,81387000,64430000,16957000,,239469000,2004991000,796459000,326540000,255466000,495089000,233394000,121967000,,142069000,242090000,2613074000,-62686000,-7000000,863000,914000,,-245893000,-313802000,-921885000,,-921885000,,,,-921885000,,3,87618205398612,61128188504992,0.70,0.0000000266,0.0000000229,0.0000000298,0.0000000185
2003,1,UA,19977,United Air Lines Inc.,10874,A,UA,United Air Lines Inc.,3,4364,4394,415847980,1028987,713952,62795153,11903810,628185,2295541,2166304,-170325000,-98967000,271737000,11784000,30765000,29775000,990000,38349000,38349000,,2747000,64000,2683000,,55809000,411191000,161579000,50626000,79367000,80018000,38400000,24768000,,32041000,43359000,510158000,-19862000,-1154000,1213000,149000,,-51704000,-71358000,-170325000,,-170325000,,,,-170325000,,3,646394198595,448493937120,0.69,0.0000006059,0.0000006361,0.0000007892,0.0000004204
2003,1,UA,19977,United Air Lines Inc.,10876,L,UA,United Air Lines Inc.,3,2235,2260,135436540,405660,298015,18928774,540510,364461,900944,844529,-61404000,-40139000,88324000,697000,5765000,5440000,325000,649000,649000,,1382000,22000,1360000,,17008000,113825000,50315000,14934000,22414000,23340000,11800000,8461000,,9299000,13401000,153964000,-5841000,-372000,87000,46000,,-15185000,-21265000,-61404000,,-61404000,,,,-61404000,,3,147847249260,108614844915,0.73,0.0000008132,0.0000007699,0.0000010414,0.0000005974
2003,1,UA,19977,United Air Lines Inc.,10877,P,UA,United Air Lines Inc.,3,3060,3055,359984160,956158,724794,44232830,5744815,716335,2166960,2085844,-232373000,-121988000,422385000,14517000,53916000,52303000,1613000,382000,382000,,3723000,100000,3623000,,82282000,577205000,236605000,59333000,108957000,82489000,63471000,35711000,,49705000,62922000,699193000,-34711000,-1876000,430000,228000,,-74456000,-110385000,-232373000,,-232373000,,,,-232373000,,3,684929440930,519195309990,0.76,0.0000008135,0.0000008427,0.0000010208,0.0000006167
2003,1,WN,19393,Southwest Airlines Co.,6725,D,WN,Southwest Airlines Co.,3,224365,233183,8558246600,31323766,18864079,69236577,26227641,3942813,22166919,19055779,23860000,45478000,1276775000,5328000,17271000,16654000,617000,3354000,3354000,,45513000,,45513000,,3020000,1351261000,452850000,166573000,105155000,265734000,136456000,82013000,,93715000,3287000,1305783000,-26407000,7065000,-6000,,,12666000,-6682000,38796000,14936000,23860000,,,,23860000,,3,123503751793758,74377535914227,0.60,0.0000000172,0.0000000109,0.0000000106,0.0000000103
2003,2,AA,19805,American Airlines Inc.,0A050,D,AA,American Airlines Inc.,3,194660,192615,7829375549,26314058,19263737,109270290,59447873,3896196,31367304,26626675,-284473000,-424891000,2548233000,17545000,45089000,33840000,11249000,4319000,4319000,,15404000,,15404000,,433212000,3063802000,1020931000,349588000,377908000,608620000,286348000,350673000,,209396000,285229000,3488693000,-98950000,13567000,,339000,,225462000,140418000,-284473000,,-284473000,,,,-284473000,,3,102524727523368,75055295044452,0.73,0.0000000340,0.0000000299,0.0000000340,0.0000000249
2003,2,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,3,5585,5568,517776218,1224449,988504,84916013,8226791,827461,2834208,2653084,118489000,92327000,417381000,6996000,36129000,34287000,1842000,36844000,36844000,,2523000,,2523000,,70957000,570830000,121294000,49420000,94314000,57037000,45584000,18667000,,43073000,49114000,478503000,-18436000,2528000,,63000,,42007000,26162000,118489000,,118489000,,,,118489000,,3,1013183793989,817948508344,0.81,0.0000005103,0.0000005634,0.0000004723,0.0000004119
2003,2,AA,19805,American Airlines Inc.,10050,L,AA,American Airlines Inc.,3,21686,21566,1145913040,3653720,2460144,65674186,3522768,1166789,4349924,3777340,30279000,2843000,479653000,2313000,31902000,29785000,2117000,309000,309000,,2899000,,2899000,,81543000,598619000,164338000,60988000,74988000,112450000,54879000,33421000,,40510000,54202000,595776000,-19333000,2651000,,66000,,44052000,27436000,30279000,,30279000,,,,30279000,,3,4263120305080,2870468957616,0.67,0.0000001671,0.0000001404,0.0000001398,0.0000001125
2003,2,AA,19805,American Airlines Inc.,10052,P,AA,American Airlines Inc.,3,663,656,68732000,145056,98604,16247028,542921,158511,465730,444236,2767000,-1028000,57572000,1220000,13867000,13613000,254000,,,,348000,,348000,,9788000,82795000,19950000,8818000,16883000,8338000,6535000,6510000,,8058000,8731000,83823000,-2674000,367000,,9000,,6093000,3795000,2767000,,2767000,,,,2767000,,3,22992971616,15629818644,0.68,0.0000036835,0.0000036009,0.0000036456,0.0000025039
