YEAR,QUARTER,UNIQUE_CARRIER,AIRLINE_ID,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,CARRIER_GROUP_NEW,Open,High,Low,Close,Adj Close,Volume
2006,4,AA,19805,American Airlines Inc.,AA,American Airlines Inc.,3,45,63.27,43.810001,53.849998,50.766621,133069200
2007,1,AA,19805,American Airlines Inc.,AA,American Airlines Inc.,3,53.889999,62.5,44.009998,45.48,42.875874,130464100
2007,2,AA,19805,American Airlines Inc.,AA,American Airlines Inc.,3,45.259998,48.299999,26.780001,30.27,28.536785,194194700
2007,3,AA,19805,American Airlines Inc.,AA,American Airlines Inc.,3,30.68,36.810001,24.26,26.25,24.746965,150444000
2007,4,AA,19805,American Airlines Inc.,AA,American Airlines Inc.,3,26.620001,33.450001,14.41,14.71,13.867725,196184800
2008,1,AA,19805,American Airlines Inc.,AA,American Airlines Inc.,3,14.55,16.440001,7.24,8.91,8.399827,225253000
2008,2,AA,19805,American Airlines Inc.,AA,American Airlines Inc.,3,9.2,9.94,2.3,2.5,2.356854,402772300
2008,3,AA,19805,American Airlines Inc.,AA,American Airlines Inc.,3,2.46,10.46,1.45,6.03,5.684731,881566700
2008,4,AA,19805,American Airlines Inc.,AA,American Airlines Inc.,3,6.01,11.24,3.16,7.73,7.287392,502267100
2009,1,AA,19805,American Airlines Inc.,AA,American Airlines Inc.,3,7.73,9.7,1.88,2.53,2.385136,405759700
2009,2,AA,19805,American Airlines Inc.,AA,American Airlines Inc.,3,2.46,5.35,2.11,2.43,2.290862,509234700
2009,3,AA,19805,American Airlines Inc.,AA,American Airlines Inc.,3,2.4,5.6,2,4.7,4.430885,743513700
2009,4,AA,19805,American Airlines Inc.,AA,American Airlines Inc.,3,4.62,5.4,2.82,4.84,4.56287,613845000
2010,1,AA,19805,American Airlines Inc.,AA,American Airlines Inc.,3,4.84,8.17,4.47,7.35,6.929149,667016100
2010,2,AA,19805,American Airlines Inc.,AA,American Airlines Inc.,3,7.37,10.87,5.7,8.61,8.117005,828597500
2010,3,AA,19805,American Airlines Inc.,AA,American Airlines Inc.,3,8.62,11.4,8.02,9.25,8.72036,498929200
2010,4,AA,19805,American Airlines Inc.,AA,American Airlines Inc.,3,9.29,12.26,8.94,10.01,9.436843,337603500
2011,1,AA,19805,American Airlines Inc.,AA,American Airlines Inc.,3,10.11,11.56,7.71,8.71,8.211279,495368200
2011,2,AA,19805,American Airlines Inc.,AA,American Airlines Inc.,3,9.08,10.35,7.76,8.91,8.399827,405335700
2011,3,AA,19805,American Airlines Inc.,AA,American Airlines Inc.,3,9.02,9.15,4.68,5.5,5.185077,504112500
2011,4,AA,19805,American Airlines Inc.,AA,American Airlines Inc.,3,5.44,6.48,3.96,5.07,4.779699,420515700
2012,1,AA,19805,American Airlines Inc.,AA,American Airlines Inc.,3,5.2,9.91,4.97,7.59,7.155407,523113700
2012,2,AA,19805,American Airlines Inc.,AA,American Airlines Inc.,3,7.59,13.8,7.41,13.33,12.566745,564546600
2012,3,AA,19805,American Airlines Inc.,AA,American Airlines Inc.,3,13.43,14.51,9.74,10.46,9.861075,507207400
2012,4,AA,19805,American Airlines Inc.,AA,American Airlines Inc.,3,10.35,13.75,10.32,13.5,12.727008,347470600
